,County,2018 Personal Income Per Capita,State
1680,Mineral,39957.0,Montana
1681,Missoula,49492.0,Montana
1682,Musselshell,43133.0,Montana
1683,Park,48114.0,Montana
1684,Petroleum,35772.0,Montana
1685,Phillips,39172.0,Montana
1686,Pondera,42363.0,Montana
1687,Powder River,32479.0,Montana
1688,Powell,39771.0,Montana
1689,Prairie,44739.0,Montana
1690,Ravalli,44602.0,Montana
1691,Richland,61217.0,Montana
1692,Roosevelt,34794.0,Montana
1693,Rosebud,42250.0,Montana
1694,Sanders,34896.0,Montana
1695,Sheridan,52541.0,Montana
1696,Silver Bow,48939.0,Montana
1697,Stillwater,51773.0,Montana
1698,Sweet Grass,44455.0,Montana
1699,Teton,44369.0,Montana
1700,Toole,45481.0,Montana
1701,Treasure,48415.0,Montana
1702,Valley,46911.0,Montana
1703,Wheatland,35934.0,Montana
1704,Wibaux,50940.0,Montana
1705,Yellowstone,52340.0,Montana
1708,Adams,49139.0,Nebraska
1709,Antelope,46981.0,Nebraska
1710,Arthur,46901.0,Nebraska
1711,Banner,58252.0,Nebraska
1712,Blaine,45788.0,Nebraska
1713,Boone,54024.0,Nebraska
1714,Box Butte,47359.0,Nebraska
1715,Boyd,55795.0,Nebraska
1716,Brown,51496.0,Nebraska
1717,Buffalo,54052.0,Nebraska
1718,Burt,50268.0,Nebraska
1719,Butler,47286.0,Nebraska
1720,Cass,53602.0,Nebraska
1721,Cedar,52839.0,Nebraska
1722,Chase,49267.0,Nebraska
1723,Cherry,45124.0,Nebraska
1724,Cheyenne,48263.0,Nebraska
1725,Clay,47220.0,Nebraska
1726,Colfax,43106.0,Nebraska
1727,Cuming,58610.0,Nebraska
1728,Custer,44290.0,Nebraska
1729,Dakota,41831.0,Nebraska
1730,Dawes,37092.0,Nebraska
1731,Dawson,43055.0,Nebraska
1732,Deuel,44289.0,Nebraska
1733,Dixon,44185.0,Nebraska
1734,Dodge,47330.0,Nebraska
1735,Douglas,63435.0,Nebraska
1736,Dundy,53144.0,Nebraska
1737,Fillmore,57068.0,Nebraska
1738,Franklin,47132.0,Nebraska
1739,Frontier,44469.0,Nebraska
1740,Furnas,49008.0,Nebraska
1741,Gage,49863.0,Nebraska
1742,Garden,40892.0,Nebraska
1743,Garfield,43905.0,Nebraska
1744,Gosper,52671.0,Nebraska
1745,Grant,42545.0,Nebraska
1746,Greeley,45109.0,Nebraska
1747,Hall,43625.0,Nebraska
1748,Hamilton,54782.0,Nebraska
1749,Harlan,48143.0,Nebraska
1750,Hayes,45409.0,Nebraska
1751,Hitchcock,37990.0,Nebraska
1752,Holt,51404.0,Nebraska
1753,Hooker,52667.0,Nebraska
1754,Howard,41377.0,Nebraska
1755,Jefferson,48757.0,Nebraska
1756,Johnson,37179.0,Nebraska
1757,Kearney,56309.0,Nebraska
1758,Keith,45896.0,Nebraska
1759,Keya Paha,58784.0,Nebraska
1760,Kimball,44069.0,Nebraska
1761,Knox,48268.0,Nebraska
1762,Lancaster,49889.0,Nebraska
1763,Lincoln,46623.0,Nebraska
1764,Logan,37603.0,Nebraska
1765,Loup,45361.0,Nebraska
1766,McPherson,45530.0,Nebraska
1767,Madison,50630.0,Nebraska
1768,Merrick,47386.0,Nebraska
1769,Morrill,49071.0,Nebraska
1770,Nance,38000.0,Nebraska
1771,Nemaha,48807.0,Nebraska
1772,Nuckolls,50836.0,Nebraska
1773,Otoe,53850.0,Nebraska
1774,Pawnee,48851.0,Nebraska
1775,Perkins,55692.0,Nebraska
1776,Phelps,52792.0,Nebraska
1777,Pierce,57141.0,Nebraska
1778,Platte,49386.0,Nebraska
1779,Polk,51004.0,Nebraska
1780,Red Willow,46270.0,Nebraska
1781,Richardson,48195.0,Nebraska
1782,Rock,49241.0,Nebraska
1783,Saline,43763.0,Nebraska
1784,Sarpy,50333.0,Nebraska
1785,Saunders,52193.0,Nebraska
1786,Scotts Bluff,44171.0,Nebraska
1787,Seward,49832.0,Nebraska
1788,Sheridan,47076.0,Nebraska
1789,Sherman,44953.0,Nebraska
1790,Sioux,42404.0,Nebraska
1791,Stanton,48167.0,Nebraska
1792,Thayer,57523.0,Nebraska
1793,Thomas,53979.0,Nebraska
1794,Thurston,41468.0,Nebraska
1795,Valley,45713.0,Nebraska
1796,Washington,56640.0,Nebraska
1797,Wayne,44622.0,Nebraska
1798,Webster,48607.0,Nebraska
1799,Wheeler,72878.0,Nebraska
1800,York,49892.0,Nebraska
1803,Churchill,43661.0,Nevada
1804,Clark,47090.0,Nevada
1805,Douglas,75159.0,Nevada
1806,Elko,46808.0,Nevada
1807,Esmeralda,40113.0,Nevada
1808,Eureka,39903.0,Nevada
1809,Humboldt,46927.0,Nevada
1810,Lander,63923.0,Nevada
1811,Lincoln,36604.0,Nevada
1812,Lyon,38713.0,Nevada
1813,Mineral,38074.0,Nevada
1814,Nye,37835.0,Nevada
1815,Pershing,32592.0,Nevada
1816,Storey,59651.0,Nevada
1817,Washoe,59639.0,Nevada
1818,White Pine,44736.0,Nevada
1819,Carson City,50754.0,Nevada
1822,Belknap,61091.0,New Hampshire
1823,Carroll,58949.0,New Hampshire
1824,Cheshire,51969.0,New Hampshire
1825,Coos,43098.0,New Hampshire
1826,Grafton,60426.0,New Hampshire
1827,Hillsborough,61147.0,New Hampshire
1828,Merrimack,57924.0,New Hampshire
1829,Rockingham,73819.0,New Hampshire
1830,Strafford,50574.0,New Hampshire
1831,Sullivan,51682.0,New Hampshire
1834,Atlantic,48668.0,New Jersey
1835,Bergen,85951.0,New Jersey
1836,Burlington,62120.0,New Jersey
1837,Camden,54103.0,New Jersey
1838,Cape May,60877.0,New Jersey
1839,Cumberland,40289.0,New Jersey
1840,Essex,67459.0,New Jersey
1841,Gloucester,54745.0,New Jersey
1842,Hudson,65139.0,New Jersey
1843,Hunterdon,89610.0,New Jersey
1844,Mercer,69344.0,New Jersey
1845,Middlesex,61065.0,New Jersey
1846,Monmouth,79978.0,New Jersey
1847,Morris,98842.0,New Jersey
1848,Ocean,52008.0,New Jersey
1849,Passaic,50570.0,New Jersey
1850,Salem,48496.0,New Jersey
1851,Somerset,106194.0,New Jersey
1852,Sussex,61757.0,New Jersey
1853,Union,68262.0,New Jersey
1854,Warren,56058.0,New Jersey
1857,Bernalillo,44057.0,New Mexico
1858,Catron,32010.0,New Mexico
1859,Chaves,40322.0,New Mexico
1860,Cibola,28130.0,New Mexico
1861,Colfax,39826.0,New Mexico
1862,Curry,44161.0,New Mexico
1863,De Baca,39634.0,New Mexico
1864,Doña Ana,36570.0,New Mexico
1865,Eddy,54122.0,New Mexico
1866,Grant,41026.0,New Mexico
1867,Guadalupe,32994.0,New Mexico
1868,Harding,38716.0,New Mexico
1869,Hidalgo,41555.0,New Mexico
1870,Lea,44437.0,New Mexico
1871,Lincoln,41793.0,New Mexico
1872,Los Alamos,70600.0,New Mexico
1873,Luna,31140.0,New Mexico
1874,McKinley,27771.0,New Mexico
1875,Mora,35534.0,New Mexico
1876,Otero,34636.0,New Mexico
1877,Quay,38223.0,New Mexico
1878,Rio Arriba,34582.0,New Mexico
1879,Roosevelt,39446.0,New Mexico
1880,Sandoval,41547.0,New Mexico
1881,San Juan,35453.0,New Mexico
1882,San Miguel,34579.0,New Mexico
1883,Santa Fe,58510.0,New Mexico
1884,Sierra,38984.0,New Mexico
1885,Socorro,34699.0,New Mexico
1886,Taos,38455.0,New Mexico
1887,Torrance,30245.0,New Mexico
1888,Union,32620.0,New Mexico
1889,Valencia,33424.0,New Mexico
1892,Albany,61201.0,New York
1893,Allegany,34880.0,New York
1894,Bronx,37376.0,New York
1895,Broome,44540.0,New York
1896,Cattaraugus,39995.0,New York
1897,Cayuga,42231.0,New York
1898,Chautauqua,40759.0,New York
1899,Chemung,44373.0,New York
1900,Chenango,41840.0,New York
1901,Clinton,44081.0,New York
1902,Columbia,55810.0,New York
1903,Cortland,40691.0,New York
1904,Delaware,39632.0,New York
1905,Dutchess,56365.0,New York
1906,Erie,51539.0,New York
1907,Essex,45996.0,New York
1908,Franklin,37644.0,New York
1909,Fulton,43112.0,New York
1910,Genesee,43582.0,New York
1911,Greene,47008.0,New York
1912,Hamilton,54086.0,New York
1913,Herkimer,41581.0,New York
1914,Jefferson,46924.0,New York
1915,Kings,52192.0,New York
1916,Lewis,43971.0,New York
1917,Livingston,45908.0,New York
1918,Madison,44502.0,New York
1919,Monroe,52951.0,New York
1920,Montgomery,41628.0,New York
1921,Nassau,89839.0,New York
1923,Niagara,45501.0,New York
1924,Oneida,44697.0,New York
1925,Onondaga,52886.0,New York
1926,Ontario,53498.0,New York
1927,Orange,51848.0,New York
1928,Orleans,38963.0,New York
1929,Oswego,40538.0,New York
1930,Otsego,43522.0,New York
1931,Putnam,65833.0,New York
1932,Queens,49777.0,New York
1933,Rensselaer,49156.0,New York
1934,Richmond,56749.0,New York
1935,Rockland,60464.0,New York
1936,St. Lawrence,37940.0,New York
1937,Saratoga,67618.0,New York
1938,Schenectady,50533.0,New York
1939,Schoharie,40791.0,New York
1940,Schuyler,42063.0,New York
1941,Seneca,38593.0,New York
1942,Steuben,45194.0,New York
1943,Suffolk,68617.0,New York
1944,Sullivan,46303.0,New York
1945,Tioga,45910.0,New York
1946,Tompkins,45282.0,New York
1947,Ulster,50462.0,New York
1948,Warren,52475.0,New York
1949,Washington,40043.0,New York
1950,Wayne,46048.0,New York
1951,Westchester,108976.0,New York
1952,Wyoming,39801.0,New York
1953,Yates,39402.0,New York
1956,Alamance,39342.0,North Carolina
1957,Alexander,37438.0,North Carolina
1958,Alleghany,37549.0,North Carolina
1959,Anson,34616.0,North Carolina
1960,Ashe,36300.0,North Carolina
1961,Avery,36574.0,North Carolina
1962,Beaufort,41643.0,North Carolina
1963,Bertie,34766.0,North Carolina
1964,Bladen,34306.0,North Carolina
1965,Brunswick,42749.0,North Carolina
1966,Buncombe,48592.0,North Carolina
1967,Burke,35265.0,North Carolina
1968,Cabarrus,45220.0,North Carolina
1969,Caldwell,35374.0,North Carolina
1970,Camden,45335.0,North Carolina
1971,Carteret,49360.0,North Carolina
1972,Caswell,35591.0,North Carolina
1973,Catawba,45342.0,North Carolina
1974,Chatham,63041.0,North Carolina
1975,Cherokee,32266.0,North Carolina
1976,Chowan,40817.0,North Carolina
1977,Clay,34057.0,North Carolina
1978,Cleveland,37661.0,North Carolina
1979,Columbus,32397.0,North Carolina
1980,Craven,43665.0,North Carolina
1981,Cumberland,38780.0,North Carolina
1982,Currituck,45435.0,North Carolina
1983,Dare,56314.0,North Carolina
1984,Davidson,39087.0,North Carolina
1985,Davie,47630.0,North Carolina
1986,Duplin,33619.0,North Carolina
1987,Durham,50698.0,North Carolina
1988,Edgecombe,34946.0,North Carolina
1989,Forsyth,48804.0,North Carolina
1990,Franklin,36238.0,North Carolina
1991,Gaston,41379.0,North Carolina
1992,Gates,36060.0,North Carolina
1993,Graham,33075.0,North Carolina
1994,Granville,38652.0,North Carolina
1995,Greene,32569.0,North Carolina
1996,Guilford,45875.0,North Carolina
1997,Halifax,36013.0,North Carolina
1998,Harnett,34604.0,North Carolina
1999,Haywood,40290.0,North Carolina
2000,Henderson,43276.0,North Carolina
2001,Hertford,32702.0,North Carolina
2002,Hoke,31148.0,North Carolina
2003,Hyde,43490.0,North Carolina
2004,Iredell,50065.0,North Carolina
2005,Jackson,32844.0,North Carolina
2006,Johnston,39922.0,North Carolina
2007,Jones,38536.0,North Carolina
2008,Lee,40098.0,North Carolina
2009,Lenoir,40922.0,North Carolina
2010,Lincoln,45791.0,North Carolina
2011,McDowell,34077.0,North Carolina
2012,Macon,40057.0,North Carolina
2013,Madison,34036.0,North Carolina
2014,Martin,34647.0,North Carolina
2015,Mecklenburg,61137.0,North Carolina
2016,Mitchell,35932.0,North Carolina
2017,Montgomery,35611.0,North Carolina
2018,Moore,51307.0,North Carolina
2019,Nash,42016.0,North Carolina
2020,New Hanover,45290.0,North Carolina
2021,Northampton,34185.0,North Carolina
2022,Onslow,46142.0,North Carolina
2023,Orange,67385.0,North Carolina
2024,Pamlico,43532.0,North Carolina
2025,Pasquotank,39417.0,North Carolina
2026,Pender,35914.0,North Carolina
2027,Perquimans,40781.0,North Carolina
2028,Person,38202.0,North Carolina
2029,Pitt,41191.0,North Carolina
2030,Polk,45291.0,North Carolina
2031,Randolph,37017.0,North Carolina
2032,Richmond,35148.0,North Carolina
2033,Robeson,29438.0,North Carolina
2034,Rockingham,37137.0,North Carolina
2035,Rowan,38089.0,North Carolina
2036,Rutherford,32764.0,North Carolina
2037,Sampson,35900.0,North Carolina
2038,Scotland,33229.0,North Carolina
2039,Stanly,39047.0,North Carolina
2040,Stokes,36850.0,North Carolina
2041,Surry,38522.0,North Carolina
2042,Swain,38429.0,North Carolina
2043,Transylvania,42070.0,North Carolina
2044,Tyrrell,30000.0,North Carolina
2045,Union,51326.0,North Carolina
2046,Vance,35105.0,North Carolina
2047,Wake,59014.0,North Carolina
2048,Warren,30397.0,North Carolina
2049,Washington,36073.0,North Carolina
2050,Watauga,36684.0,North Carolina
2051,Wayne,38472.0,North Carolina
2052,Wilkes,36576.0,North Carolina
2053,Wilson,40501.0,North Carolina
2054,Yadkin,37027.0,North Carolina
2055,Yancey,36715.0,North Carolina
2058,Adams,59197.0,North Dakota
2059,Barnes,55784.0,North Dakota
2060,Benson,34482.0,North Dakota
2061,Billings,74682.0,North Dakota
2062,Bottineau,58823.0,North Dakota
2063,Bowman,60829.0,North Dakota
2064,Burke,63721.0,North Dakota
2065,Burleigh,58173.0,North Dakota
2066,Cass,56070.0,North Dakota
2067,Cavalier,68040.0,North Dakota
2068,Dickey,52437.0,North Dakota
2069,Divide,48574.0,North Dakota
2070,Dunn,60338.0,North Dakota
2071,Eddy,54013.0,North Dakota
2072,Emmons,49489.0,North Dakota
2073,Foster,62928.0,North Dakota
2074,Golden Valley,43871.0,North Dakota
2075,Grand Forks,51494.0,North Dakota
2076,Grant,38371.0,North Dakota
2077,Griggs,55349.0,North Dakota
2078,Hettinger,51130.0,North Dakota
2079,Kidder,50285.0,North Dakota
2080,LaMoure,56134.0,North Dakota
2081,Logan,60543.0,North Dakota
2082,McHenry,52233.0,North Dakota
2083,McIntosh,59596.0,North Dakota
2084,McKenzie,62549.0,North Dakota
2085,McLean,54518.0,North Dakota
2086,Mercer,57839.0,North Dakota
2087,Morton,52153.0,North Dakota
2088,Mountrail,58955.0,North Dakota
2089,Nelson,60817.0,North Dakota
2090,Oliver,48290.0,North Dakota
2091,Pembina,50088.0,North Dakota
2092,Pierce,52070.0,North Dakota
2093,Ramsey,47425.0,North Dakota
2094,Ransom,55912.0,North Dakota
2095,Renville,60976.0,North Dakota
2096,Richland,53007.0,North Dakota
2097,Rolette,36647.0,North Dakota
2098,Sargent,65448.0,North Dakota
2099,Sheridan,35497.0,North Dakota
2100,Sioux,27662.0,North Dakota
2101,Slope,49476.0,North Dakota
2102,Stark,61032.0,North Dakota
2103,Steele,63327.0,North Dakota
2104,Stutsman,54491.0,North Dakota
2105,Towner,53786.0,North Dakota
2106,Traill,51103.0,North Dakota
2107,Walsh,48945.0,North Dakota
2108,Ward,55214.0,North Dakota
2109,Wells,55328.0,North Dakota
2110,Williams,68874.0,North Dakota
2113,Adams,34632.0,Ohio
2114,Allen,42816.0,Ohio
2115,Ashland,38441.0,Ohio
2116,Ashtabula,38461.0,Ohio
2117,Athens,33274.0,Ohio
2118,Auglaize,49578.0,Ohio
2119,Belmont,42429.0,Ohio
2120,Brown,37259.0,Ohio
2121,Butler,47408.0,Ohio
2122,Carroll,39698.0,Ohio
2123,Champaign,41055.0,Ohio
2124,Clark,40769.0,Ohio
2125,Clermont,53770.0,Ohio
2126,Clinton,45728.0,Ohio
2127,Columbiana,38013.0,Ohio
2128,Coshocton,34856.0,Ohio
2129,Crawford,38704.0,Ohio
2130,Cuyahoga,54739.0,Ohio
2131,Darke,42793.0,Ohio
2132,Defiance,41540.0,Ohio
2133,Delaware,74093.0,Ohio
2134,Erie,62591.0,Ohio
2135,Fairfield,46113.0,Ohio
2136,Fayette,38449.0,Ohio
2137,Franklin,50443.0,Ohio
2138,Fulton,45594.0,Ohio
2139,Gallia,39864.0,Ohio
2140,Geauga,69129.0,Ohio
2141,Greene,50291.0,Ohio
2142,Guernsey,39878.0,Ohio
2143,Hamilton,59561.0,Ohio
2144,Hancock,51623.0,Ohio
2145,Hardin,33482.0,Ohio
2146,Harrison,38573.0,Ohio
2147,Henry,45884.0,Ohio
2148,Highland,36326.0,Ohio
2149,Hocking,38047.0,Ohio
2150,Holmes,45211.0,Ohio
2151,Huron,40323.0,Ohio
2152,Jackson,35783.0,Ohio
2153,Jefferson,39311.0,Ohio
2154,Knox,42162.0,Ohio
2155,Lake,50729.0,Ohio
2156,Lawrence,38673.0,Ohio
2157,Licking,46059.0,Ohio
2158,Logan,42914.0,Ohio
2159,Lorain,46147.0,Ohio
2160,Lucas,46290.0,Ohio
2161,Madison,41751.0,Ohio
2162,Mahoning,43097.0,Ohio
2163,Marion,38252.0,Ohio
2164,Medina,55691.0,Ohio
2165,Meigs,34067.0,Ohio
2166,Mercer,51562.0,Ohio
2167,Miami,47552.0,Ohio
2168,Monroe,34665.0,Ohio
2169,Montgomery,46891.0,Ohio
2170,Morgan,33180.0,Ohio
2171,Morrow,38666.0,Ohio
2172,Muskingum,40614.0,Ohio
2173,Noble,27211.0,Ohio
2174,Ottawa,51637.0,Ohio
2175,Paulding,41032.0,Ohio
2176,Perry,37187.0,Ohio
2177,Pickaway,41131.0,Ohio
2178,Pike,37443.0,Ohio
2179,Portage,44055.0,Ohio
2180,Preble,40607.0,Ohio
2181,Putnam,50059.0,Ohio
2182,Richland,39234.0,Ohio
2183,Ross,36941.0,Ohio
2184,Sandusky,41624.0,Ohio
2185,Scioto,39080.0,Ohio
2186,Seneca,39681.0,Ohio
2187,Shelby,46188.0,Ohio
2188,Stark,45136.0,Ohio
2189,Summit,51036.0,Ohio
2190,Trumbull,41363.0,Ohio
2191,Tuscarawas,43358.0,Ohio
2192,Union,55470.0,Ohio
2193,Van Wert,42638.0,Ohio
2194,Vinton,33120.0,Ohio
2195,Warren,59799.0,Ohio
2196,Washington,43396.0,Ohio
2197,Wayne,44039.0,Ohio
2198,Williams,41712.0,Ohio
2199,Wood,47694.0,Ohio
2200,Wyandot,45588.0,Ohio
2203,Adair,28862.0,Oklahoma
2204,Alfalfa,40624.0,Oklahoma
2205,Atoka,32379.0,Oklahoma
2206,Beaver,49106.0,Oklahoma
2207,Beckham,37948.0,Oklahoma
2208,Blaine,41493.0,Oklahoma
2209,Bryan,34575.0,Oklahoma
2210,Caddo,35239.0,Oklahoma
2211,Canadian,44878.0,Oklahoma
2212,Carter,43079.0,Oklahoma
2213,Cherokee,32290.0,Oklahoma
2214,Choctaw,31885.0,Oklahoma
2215,Cimarron,60706.0,Oklahoma
2216,Cleveland,45094.0,Oklahoma
2217,Coal,33783.0,Oklahoma
2218,Comanche,41497.0,Oklahoma
2219,Cotton,41766.0,Oklahoma
2220,Craig,35718.0,Oklahoma
2221,Creek,40791.0,Oklahoma
2222,Custer,41652.0,Oklahoma
2223,Delaware,31188.0,Oklahoma
2224,Dewey,44529.0,Oklahoma
2225,Ellis,51570.0,Oklahoma
2226,Garfield,44465.0,Oklahoma
2227,Garvin,38135.0,Oklahoma
2228,Grady,39675.0,Oklahoma
2229,Grant,45182.0,Oklahoma
2230,Greer,26344.0,Oklahoma
2231,Harmon,35642.0,Oklahoma
2232,Harper,46436.0,Oklahoma
2233,Haskell,32365.0,Oklahoma
2234,Hughes,31833.0,Oklahoma
2235,Jackson,38527.0,Oklahoma
2236,Jefferson,32083.0,Oklahoma
2237,Johnston,36611.0,Oklahoma
2238,Kay,40881.0,Oklahoma
2239,Kingfisher,49257.0,Oklahoma
2240,Kiowa,32546.0,Oklahoma
2241,Latimer,32707.0,Oklahoma
2242,Le Flore,32677.0,Oklahoma
2243,Lincoln,35653.0,Oklahoma
2244,Logan,43169.0,Oklahoma
2245,Love,37547.0,Oklahoma
2246,McClain,45143.0,Oklahoma
2247,McCurtain,31648.0,Oklahoma
2248,McIntosh,33267.0,Oklahoma
2249,Major,43762.0,Oklahoma
2250,Marshall,32681.0,Oklahoma
2251,Mayes,35197.0,Oklahoma
2252,Murray,42289.0,Oklahoma
2253,Muskogee,36759.0,Oklahoma
2254,Noble,41401.0,Oklahoma
2255,Nowata,36165.0,Oklahoma
2256,Okfuskee,30092.0,Oklahoma
2258,Okmulgee,33971.0,Oklahoma
2259,Osage,34971.0,Oklahoma
2260,Ottawa,35746.0,Oklahoma
2261,Pawnee,35836.0,Oklahoma
2262,Payne,37159.0,Oklahoma
2263,Pittsburg,38551.0,Oklahoma
2264,Pontotoc,43148.0,Oklahoma
2265,Pottawatomie,37456.0,Oklahoma
2266,Pushmataha,31395.0,Oklahoma
2267,Roger Mills,48554.0,Oklahoma
2268,Rogers,45815.0,Oklahoma
2269,Seminole,34054.0,Oklahoma
2270,Sequoyah,33420.0,Oklahoma
2271,Stephens,41413.0,Oklahoma
2272,Texas,46597.0,Oklahoma
2273,Tillman,39961.0,Oklahoma
2274,Tulsa,62756.0,Oklahoma
2275,Wagoner,39550.0,Oklahoma
2276,Washington,64481.0,Oklahoma
2277,Washita,36490.0,Oklahoma
2278,Woods,42890.0,Oklahoma
2279,Woodward,43906.0,Oklahoma
2282,Baker,40699.0,Oregon
2283,Benton,47019.0,Oregon
2284,Clackamas,58608.0,Oregon
2285,Clatsop,45069.0,Oregon
2286,Columbia,44312.0,Oregon
2287,Coos,43620.0,Oregon
2288,Crook,40945.0,Oregon
2289,Curry,42657.0,Oregon
2290,Deschutes,55143.0,Oregon
2291,Douglas,40408.0,Oregon
2292,Gilliam,48448.0,Oregon
2293,Grant,41939.0,Oregon
2294,Harney,39122.0,Oregon
2295,Hood River,56624.0,Oregon
2296,Jackson,46603.0,Oregon
2297,Jefferson,32962.0,Oregon
2298,Josephine,40977.0,Oregon
2299,Klamath,39891.0,Oregon
2300,Lake,39797.0,Oregon
2301,Lane,45919.0,Oregon
2302,Lincoln,44119.0,Oregon
2303,Linn,42891.0,Oregon
2304,Malheur,30992.0,Oregon
2305,Marion,43042.0,Oregon
2306,Morrow,39095.0,Oregon
2307,Multnomah,57850.0,Oregon
2308,Polk,41379.0,Oregon
2309,Sherman,52296.0,Oregon
2310,Tillamook,44492.0,Oregon
2311,Umatilla,39684.0,Oregon
2312,Union,40547.0,Oregon
2313,Wallowa,45099.0,Oregon
2314,Wasco,43658.0,Oregon
2315,Washington,60971.0,Oregon
2316,Wheeler,37142.0,Oregon
2317,Yamhill,45478.0,Oregon
2320,Adams,49173.0,Pennsylvania
2321,Allegheny,62958.0,Pennsylvania
2322,Armstrong,45510.0,Pennsylvania
2323,Beaver,48763.0,Pennsylvania
2324,Bedford,42889.0,Pennsylvania
2325,Berks,49945.0,Pennsylvania
2326,Blair,46743.0,Pennsylvania
2327,Bradford,41331.0,Pennsylvania
2328,Bucks,73447.0,Pennsylvania
2329,Butler,58927.0,Pennsylvania
2330,Cambria,43420.0,Pennsylvania
2331,Cameron,48651.0,Pennsylvania
2332,Carbon,50322.0,Pennsylvania
2333,Centre,46193.0,Pennsylvania
2334,Chester,82846.0,Pennsylvania
2335,Clarion,41732.0,Pennsylvania
2336,Clearfield,44421.0,Pennsylvania
2337,Clinton,39716.0,Pennsylvania
2338,Columbia,42211.0,Pennsylvania
2339,Crawford,40969.0,Pennsylvania
2340,Cumberland,55141.0,Pennsylvania
2341,Dauphin,51100.0,Pennsylvania
2342,Delaware,66617.0,Pennsylvania
2343,Elk,48886.0,Pennsylvania
2344,Erie,44903.0,Pennsylvania
2345,Fayette,42649.0,Pennsylvania
2346,Forest,22787.0,Pennsylvania
2347,Franklin,46403.0,Pennsylvania
2348,Fulton,45522.0,Pennsylvania
2349,Greene,44751.0,Pennsylvania
2350,Huntingdon,38558.0,Pennsylvania
2351,Indiana,39923.0,Pennsylvania
2352,Jefferson,44136.0,Pennsylvania
2353,Juniata,45277.0,Pennsylvania
2354,Lackawanna,47730.0,Pennsylvania
2355,Lancaster,52664.0,Pennsylvania
2356,Lawrence,43929.0,Pennsylvania
2357,Lebanon,48352.0,Pennsylvania
2358,Lehigh,53614.0,Pennsylvania
2359,Luzerne,45219.0,Pennsylvania
2360,Lycoming,43823.0,Pennsylvania
2361,McKean,45261.0,Pennsylvania
2362,Mercer,43024.0,Pennsylvania
2363,Mifflin,39738.0,Pennsylvania
2364,Monroe,42722.0,Pennsylvania
2365,Montgomery,80606.0,Pennsylvania
2366,Montour,57426.0,Pennsylvania
2367,Northampton,54859.0,Pennsylvania
2368,Northumberland,41712.0,Pennsylvania
2369,Perry,44693.0,Pennsylvania
2370,Philadelphia,55747.0,Pennsylvania
2371,Pike,47864.0,Pennsylvania
2372,Potter,42819.0,Pennsylvania
2373,Schuylkill,42862.0,Pennsylvania
2374,Snyder,42449.0,Pennsylvania
2375,Somerset,42179.0,Pennsylvania
2376,Sullivan,46097.0,Pennsylvania
2377,Susquehanna,45336.0,Pennsylvania
2378,Tioga,41039.0,Pennsylvania
2379,Union,41246.0,Pennsylvania
2380,Venango,42223.0,Pennsylvania
2381,Warren,42875.0,Pennsylvania
2382,Washington,59568.0,Pennsylvania
2383,Wayne,43996.0,Pennsylvania
2384,Westmoreland,52200.0,Pennsylvania
2385,Wyoming,45285.0,Pennsylvania
2386,York,50113.0,Pennsylvania
2389,Bristol,78805.0,Rhode Island
2390,Kent,59665.0,Rhode Island
2391,Newport,68679.0,Rhode Island
2392,Providence,48137.0,Rhode Island
2393,Washington,64158.0,Rhode Island
2396,Abbeville,34108.0,South Carolina
2397,Aiken,42511.0,South Carolina
2398,Allendale,33237.0,South Carolina
2399,Anderson,39710.0,South Carolina
2400,Bamberg,32858.0,South Carolina
2401,Barnwell,33363.0,South Carolina
2402,Beaufort,56711.0,South Carolina
2403,Berkeley,40415.0,South Carolina
2404,Calhoun,38451.0,South Carolina
2405,Charleston,61477.0,South Carolina
2406,Cherokee,33197.0,South Carolina
2407,Chester,34014.0,South Carolina
2408,Chesterfield,31012.0,South Carolina
2409,Clarendon,33197.0,South Carolina
2410,Colleton,35697.0,South Carolina
2411,Darlington,37475.0,South Carolina
2412,Dillon,27718.0,South Carolina
2413,Dorchester,38892.0,South Carolina
2414,Edgefield,36436.0,South Carolina
2415,Fairfield,36758.0,South Carolina
2416,Florence,41833.0,South Carolina
2417,Georgetown,47071.0,South Carolina
2418,Greenville,48644.0,South Carolina
2419,Greenwood,37424.0,South Carolina
2420,Hampton,32473.0,South Carolina
2421,Horry,37091.0,South Carolina
2422,Jasper,29242.0,South Carolina
2423,Kershaw,41227.0,South Carolina
2424,Lancaster,49127.0,South Carolina
2425,Laurens,34622.0,South Carolina
2426,Lee,32708.0,South Carolina
2427,Lexington,46513.0,South Carolina
2428,McCormick,38513.0,South Carolina
2429,Marion,31492.0,South Carolina
2430,Marlboro,31562.0,South Carolina
2431,Newberry,37793.0,South Carolina
2432,Oconee,43312.0,South Carolina
2433,Orangeburg,33818.0,South Carolina
2434,Pickens,38344.0,South Carolina
2435,Richland,45529.0,South Carolina
2436,Saluda,34455.0,South Carolina
2437,Spartanburg,43148.0,South Carolina
2438,Sumter,38603.0,South Carolina
2439,Union,32745.0,South Carolina
2440,Williamsburg,32726.0,South Carolina
2441,York,46667.0,South Carolina
2444,Aurora,45253.0,South Dakota
2445,Beadle,49246.0,South Dakota
2446,Bennett,29462.0,South Dakota
2447,Bon Homme,38851.0,South Dakota
2448,Brookings,46302.0,South Dakota
2449,Brown,52652.0,South Dakota
2450,Brule,46570.0,South Dakota
2451,Buffalo,23341.0,South Dakota
2452,Butte,38639.0,South Dakota
2453,Campbell,50232.0,South Dakota
