,Unnamed: 0,Unnamed: 0.1,Unnamed: 0_x,provinceName,provinceEnglishName,province_zipCode,cityName,cityEnglishName,city_zipCode,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount,updateTime,Latitude,Longitude,GbProv_x,Prov_CH_x,ProvEN,Total,三级甲等医院,专科医院,传染病医院,医疗保健服务场所,卫生院,口腔医院,妇科医院,急救中心,整形美容,疾病预防,眼科医院,精神病医院,综合医院,耳鼻喉医院,肿瘤医院,胸科医院,脑科医院,诊所,骨科医院,Unnamed: 0_y,Population,Land_Area_mi2,Temperature_03_12
322,322,322,432,海南省,Hainan,46,昌江,Changjiang Li Autonomous County,469026.0,168,0,133,5,7,0,3,0,28:10.2,19.30399788,109.0624641,46,海南省,Hainan,2802,80,11.0,5,1078,187,314,12,17,47,44,18,2.0,213,5.0,5.0,,2,751,11,,"228,000",624.0,300.06
323,323,323,433,海南省,Hainan,46,儋州,Danzhou,460400.0,168,0,133,5,15,0,12,1,28:10.2,19.52714611,109.5874558,46,海南省,Hainan,2802,80,11.0,5,1078,187,314,12,17,47,44,18,2.0,213,5.0,5.0,,2,751,11,,"389,000",1310.0,298.86
324,324,324,434,海南省,Hainan,46,保亭,Baoting Li and Miao Autonomous County,469029.0,168,0,133,5,3,0,1,0,28:10.2,18.85272204,109.333657,46,海南省,Hainan,2802,80,11.0,5,1078,187,314,12,17,47,44,18,2.0,213,5.0,5.0,,2,751,11,,"167,800",448.0,301.68
325,325,325,435,海南省,Hainan,46,澄迈,Chengmai County,469023.0,168,0,133,5,9,0,7,1,28:10.2,19.74434867,110.0135109,46,海南省,Hainan,2802,80,11.0,5,1078,187,314,12,17,47,44,18,2.0,213,5.0,5.0,,2,751,11,,"590,000",798.0,301.09
326,326,326,436,海南省,Hainan,46,临高,Lingao County,469024.0,168,0,133,5,6,0,6,0,28:10.2,19.91947477,109.697443,46,海南省,Hainan,2802,80,11.0,5,1078,187,314,12,17,47,44,18,2.0,213,5.0,5.0,,2,751,11,,"451,000",508.0,299.0
327,327,327,437,海南省,Hainan,46,东方,Dongfang,469007.0,168,0,133,5,3,0,2,0,28:10.2,19.10110473,108.6585665,46,海南省,Hainan,2802,80,11.0,5,1078,187,314,12,17,47,44,18,2.0,213,5.0,5.0,,2,751,11,,"435,000",871.0,298.52
328,328,328,438,海南省,Hainan,46,陵水,Lingshui Li Autonomous County,469028.0,168,0,133,5,4,0,4,0,28:10.2,18.48552692,110.0760811,46,海南省,Hainan,2802,80,11.0,5,1078,187,314,12,17,47,44,18,2.0,213,5.0,5.0,,2,751,11,,"380,425",436.0,301.02
329,329,329,439,海南省,Hainan,46,定安,Ding'an County,469021.0,168,0,133,5,3,0,2,1,28:10.2,19.68711995,110.3655335,46,海南省,Hainan,2802,80,11.0,5,1078,187,314,12,17,47,44,18,2.0,213,5.0,5.0,,2,751,11,,"284,616",459.0,301.09
330,330,330,440,海南省,Hainan,46,文昌,Wenchang,469005.0,168,0,133,5,3,0,3,0,28:10.2,19.59357497,110.718324,46,海南省,Hainan,2802,80,11.0,5,1078,187,314,12,17,47,44,18,2.0,213,5.0,5.0,,2,751,11,,"356,000",928.0,301.09
331,331,331,441,海南省,Hainan,46,乐东,Ledong Li Autonomous County,469027.0,168,0,133,5,2,0,2,0,28:10.2,18.75587149,109.180508,46,海南省,Hainan,2802,80,11.0,5,1078,187,314,12,17,47,44,18,2.0,213,5.0,5.0,,2,751,11,,430000,1060.0,301.68
332,332,332,442,海南省,Hainan,46,琼海,Qionghai,469002.0,168,0,133,5,6,0,4,1,28:10.2,19.26425402,110.4805445,46,海南省,Hainan,2802,80,11.0,5,1078,187,314,12,17,47,44,18,2.0,213,5.0,5.0,,2,751,11,,506100,653.0,298.46
333,333,333,443,海南省,Hainan,46,琼中,Qiongzhong Li and Miao Autonomous County,469030.0,168,0,133,5,1,0,1,0,28:10.2,19.03916379,109.8445106,46,海南省,Hainan,2802,80,11.0,5,1078,187,314,12,17,47,44,18,2.0,213,5.0,5.0,,2,751,11,,200000,1134.0,297.34
334,334,334,444,陕西省,Shaanxi,61,安康,Ankang,610900.0,245,0,199,1,26,0,20,0,47:17.9,32.69051277,109.0356011,61,陕西省,Shaanxi,19384,458,21.0,30,5743,1645,1951,113,166,185,256,246,32.0,1983,26.0,25.0,16.0,26,6276,186,306.0,"636,000",9087.0,281.59
335,335,335,445,陕西省,Shaanxi,61,汉中,Hanzhong,610700.0,245,0,199,1,26,0,18,0,47:17.9,33.07379991,107.0294302,61,陕西省,Shaanxi,19384,458,21.0,30,5743,1645,1951,113,166,185,256,246,32.0,1983,26.0,25.0,16.0,26,6276,186,303.0,"605,000",10520.0,280.34
336,336,336,446,陕西省,Shaanxi,61,西安,Xi'an,610100.0,245,0,199,1,120,0,98,1,47:17.9,34.34726882,108.9464656,61,陕西省,Shaanxi,19384,458,21.0,30,5743,1645,1951,113,166,185,256,246,32.0,1983,26.0,25.0,16.0,26,6276,186,,7403700,3898.0,279.08
337,337,337,447,陕西省,Shaanxi,61,渭南,Weinan,610500.0,245,0,199,1,15,0,9,0,47:17.9,34.50571552,109.5165896,61,陕西省,Shaanxi,19384,458,21.0,30,5743,1645,1951,113,166,185,256,246,32.0,1983,26.0,25.0,16.0,26,6276,186,301.0,"553,000",5031.0,279.3
338,338,338,448,陕西省,Shaanxi,61,铜川,Tongchuan,610200.0,245,0,199,1,8,0,6,0,47:17.9,34.90263708,108.95240420000002,61,陕西省,Shaanxi,19384,458,21.0,30,5743,1645,1951,113,166,185,256,246,32.0,1983,26.0,25.0,16.0,26,6276,186,298.0,"547,000",1499.0,279.08
339,339,339,449,陕西省,Shaanxi,61,商洛,Shangluo,611000.0,245,0,199,1,7,0,6,0,47:17.9,33.87863385,109.9244179,61,陕西省,Shaanxi,19384,458,21.0,30,5743,1645,1951,113,166,185,256,246,32.0,1983,26.0,25.0,16.0,26,6276,186,,"2,357,400",7563.0,276.41
340,340,340,450,河北省,Hebei,13,承德,Chengde,130800.0,318,0,277,6,7,0,7,0,47:17.9,40.95785601,117.9693975,13,河北省,Hebei,70990,1241,72.0,153,17490,13146,8726,504,616,655,1045,1187,105.0,7858,262.0,135.0,67.0,109,16549,1070,9.0,"880,000",15258.0,264.57
341,341,341,451,河北省,Hebei,13,衡水,Hengshui,131100.0,318,0,277,6,8,0,8,0,47:17.9,37.74519141,115.6754061,13,河北省,Hebei,70990,1241,72.0,153,17490,13146,8726,504,616,655,1045,1187,105.0,7858,262.0,135.0,67.0,109,16549,1070,12.0,"857,000",3403.0,272.79
342,342,342,452,河北省,Hebei,13,秦皇岛,Qinhuangdao,130300.0,318,0,277,6,10,0,9,1,47:17.9,39.94174810000001,119.60853059999998,13,河北省,Hebei,70990,1241,72.0,153,17490,13146,8726,504,616,655,1045,1187,105.0,7858,262.0,135.0,67.0,109,16549,1070,4.0,"1,535,000",3008.0,268.77
343,343,343,453,河北省,Hebei,13,邢台,Xingtai,130500.0,318,0,277,6,23,0,22,1,47:17.9,37.07668595,114.5114623,13,河北省,Hebei,70990,1241,72.0,153,17490,13146,8726,504,616,655,1045,1187,105.0,7858,262.0,135.0,67.0,109,16549,1070,6.0,"831,000",4800.0,273.12
344,344,344,454,河北省,Hebei,13,廊坊,Langfang,131000.0,318,0,277,6,30,0,30,0,47:17.9,39.54336666,116.6905817,13,河北省,Hebei,70990,1241,72.0,153,17490,13146,8726,504,616,655,1045,1187,105.0,7858,262.0,135.0,67.0,109,16549,1070,11.0,"740,000",2478.0,272.19
345,345,345,455,河北省,Hebei,13,保定,Baoding,130600.0,318,0,277,6,32,0,32,0,47:17.9,38.87998777,115.4714638,13,河北省,Hebei,70990,1241,72.0,153,17490,13146,8726,504,616,655,1045,1187,105.0,7858,262.0,135.0,67.0,109,16549,1070,7.0,"1,976,000",8568.0,272.09
346,346,346,456,河北省,Hebei,13,邯郸,Handan,130400.0,318,0,277,6,32,0,30,0,47:17.9,36.63126273,114.5456282,13,河北省,Hebei,70990,1241,72.0,153,17490,13146,8726,504,616,655,1045,1187,105.0,7858,262.0,135.0,67.0,109,16549,1070,5.0,"2,727,000",4659.0,273.05
347,347,347,457,河北省,Hebei,13,沧州,Cangzhou,130900.0,318,0,277,6,48,0,41,3,47:17.9,38.31021514,116.8455808,13,河北省,Hebei,70990,1241,72.0,153,17490,13146,8726,504,616,655,1045,1187,105.0,7858,262.0,135.0,67.0,109,16549,1070,10.0,"561,000",5553.0,271.5
348,348,348,458,陕西省,Shaanxi,61,宝鸡,Baoji,610300.0,245,0,199,1,13,0,12,0,47:17.9,34.36891564,107.2445754,61,陕西省,Shaanxi,19384,458,21.0,30,5743,1645,1951,113,166,185,256,246,32.0,1983,26.0,25.0,16.0,26,6276,186,299.0,"1,165,000",7225.0,274.43
349,349,349,459,河北省,Hebei,13,张家口,Zhangjiakou,130700.0,318,0,277,6,41,0,33,0,47:17.9,40.7732372,114.8925722,13,河北省,Hebei,70990,1241,72.0,153,17490,13146,8726,504,616,655,1045,1187,105.0,7858,262.0,135.0,67.0,109,16549,1070,8.0,"1,435,000",14232.0,258.53
350,350,350,460,河北省,Hebei,13,唐山,Tangshan,130200.0,318,0,277,6,58,0,41,1,47:17.9,39.63658372,118.1864595,13,河北省,Hebei,70990,1241,72.0,153,17490,13146,8726,504,616,655,1045,1187,105.0,7858,262.0,135.0,67.0,109,16549,1070,3.0,"3,426,000",5202.0,271.32
351,351,351,461,陕西省,Shaanxi,61,杨凌,Yangling in Xianyang,0.0,245,0,199,1,1,0,1,0,47:17.9,34.27243906,108.1012881,61,陕西省,Shaanxi,19384,458,21.0,30,5743,1645,1951,113,166,185,256,246,32.0,1983,26.0,25.0,16.0,26,6276,186,,"240,000",36.29,279.08
352,352,352,462,陕西省,Shaanxi,61,韩城,Hancheng,610581.0,245,0,199,1,1,0,1,0,47:17.9,35.48208679,110.4495526,61,陕西省,Shaanxi,19384,458,21.0,30,5743,1645,1951,113,166,185,256,246,32.0,1983,26.0,25.0,16.0,26,6276,186,,"400,600",625.87,276.79
353,353,353,463,陕西省,Shaanxi,61,榆林,Yulin,610800.0,245,0,199,1,3,0,3,0,47:17.9,38.29088384,109.741616,61,陕西省,Shaanxi,19384,458,21.0,30,5743,1645,1951,113,166,185,256,246,32.0,1983,26.0,25.0,16.0,26,6276,186,233.0,"696,000",16826.0,264.88
354,354,354,463,陕西省,Shaanxi,61,榆林,Yulin,610800.0,245,0,199,1,3,0,3,0,47:17.9,38.29088384,109.741616,61,陕西省,Shaanxi,19384,458,21.0,30,5743,1645,1951,113,166,185,256,246,32.0,1983,26.0,25.0,16.0,26,6276,186,234.0,"696,000",16826.0,264.88
355,355,355,463,陕西省,Shaanxi,61,榆林,Yulin,610800.0,245,0,199,1,3,0,3,0,47:17.9,38.29088384,109.741616,61,陕西省,Shaanxi,19384,458,21.0,30,5743,1645,1951,113,166,185,256,246,32.0,1983,26.0,25.0,16.0,26,6276,186,304.0,"696,000",16826.0,264.88
356,356,356,463,陕西省,Shaanxi,61,榆林,Yulin,610800.0,245,0,199,1,3,0,3,0,47:17.9,38.29088384,109.741616,61,陕西省,Shaanxi,19384,458,21.0,30,5743,1645,1951,113,166,185,256,246,32.0,1983,26.0,25.0,16.0,26,6276,186,305.0,"696,000",16826.0,264.88
357,357,357,463,陕西省,Shaanxi,61,榆林,Yulin,610800.0,245,0,199,1,3,0,3,0,47:17.9,38.29088384,109.741616,61,陕西省,Shaanxi,19384,458,21.0,30,5743,1645,1951,113,166,185,256,246,32.0,1983,26.0,25.0,16.0,26,6276,186,233.0,"614,000",4953.0,264.88
358,358,358,463,陕西省,Shaanxi,61,榆林,Yulin,610800.0,245,0,199,1,3,0,3,0,47:17.9,38.29088384,109.741616,61,陕西省,Shaanxi,19384,458,21.0,30,5743,1645,1951,113,166,185,256,246,32.0,1983,26.0,25.0,16.0,26,6276,186,234.0,"614,000",4953.0,264.88
359,359,359,463,陕西省,Shaanxi,61,榆林,Yulin,610800.0,245,0,199,1,3,0,3,0,47:17.9,38.29088384,109.741616,61,陕西省,Shaanxi,19384,458,21.0,30,5743,1645,1951,113,166,185,256,246,32.0,1983,26.0,25.0,16.0,26,6276,186,304.0,"614,000",4953.0,264.88
360,360,360,463,陕西省,Shaanxi,61,榆林,Yulin,610800.0,245,0,199,1,3,0,3,0,47:17.9,38.29088384,109.741616,61,陕西省,Shaanxi,19384,458,21.0,30,5743,1645,1951,113,166,185,256,246,32.0,1983,26.0,25.0,16.0,26,6276,186,305.0,"614,000",4953.0,264.88
361,361,361,464,陕西省,Shaanxi,61,延安,Yan'an,610600.0,245,0,199,1,8,0,8,0,47:17.9,36.59111104,109.4965819,61,陕西省,Shaanxi,19384,458,21.0,30,5743,1645,1951,113,166,185,256,246,32.0,1983,26.0,25.0,16.0,26,6276,186,,"14,286",2231300.0,269.48
362,362,362,465,陕西省,Shaanxi,61,咸阳,Xianyang,610400.0,245,0,199,1,17,0,17,0,47:17.9,34.33547629,108.7154225,61,陕西省,Shaanxi,19384,458,21.0,30,5743,1645,1951,113,166,185,256,246,32.0,1983,26.0,25.0,16.0,26,6276,186,300.0,"715,000",3943.0,279.08
363,363,363,466,河北省,Hebei,13,石家庄,Shijiazhuang,130100.0,318,0,277,6,29,0,24,0,47:17.9,38.05209711,114.4690216,13,河北省,Hebei,70990,1241,72.0,153,17490,13146,8726,504,616,655,1045,1187,105.0,7858,262.0,135.0,67.0,109,16549,1070,2.0,"4,114,000",6119.0,273.86
364,364,364,467,广西壮族自治区,Guangxi,45,河池,Hechi,451200.0,252,0,168,2,28,0,8,1,57:54.0,24.69891173,108.0914999,45,广西省,Guangxi,23695,319,12.0,30,8700,1819,2302,100,161,146,359,166,12.0,1792,32.0,15.0,11.0,18,7577,124,,"415,000",12934.0,289.61
365,365,365,468,湖南省,Hunan,43,张家界,Zhangjiajie,430800.0,1017,0,830,4,5,0,5,0,57:54.0,29.12281556,110.4855325,43,湖南省,Hunan,35650,913,42.0,46,11375,5077,2233,186,232,316,477,288,28.0,3564,86.0,45.0,19.0,14,10501,208,197.0,"1,477,000",3675.0,283.15
366,366,366,469,湖南省,Hunan,43,湘西自治州,Xiangxi,433100.0,1017,0,830,4,8,0,8,0,57:54.0,28.118270000000006,112.9896025,43,湖南省,Hunan,35650,913,42.0,46,11375,5077,2233,186,232,316,477,288,28.0,3564,86.0,45.0,19.0,14,10501,208,,"2,649,500",5979.0,286.04
367,367,367,470,湖南省,Hunan,43,怀化,Huaihua,431200.0,1017,0,830,4,40,0,40,0,57:54.0,27.5751609,110.0085143,43,湖南省,Hunan,35650,913,42.0,46,11375,5077,2233,186,232,316,477,288,28.0,3564,86.0,45.0,19.0,14,10501,208,201.0,"752,000",10656.0,285.63
368,368,368,471,湖南省,Hunan,43,益阳,Yiyang,430900.0,1017,0,830,4,59,0,58,0,57:54.0,28.55971118,112.361516,43,湖南省,Hunan,35650,913,42.0,46,11375,5077,2233,186,232,316,477,288,28.0,3564,86.0,45.0,19.0,14,10501,208,198.0,"559,000",4689.0,284.96
369,369,369,472,湖南省,Hunan,43,永州,Yongzhou,431100.0,1017,0,830,4,44,0,42,0,57:54.0,26.42586412,111.6194551,43,湖南省,Hunan,35650,913,42.0,46,11375,5077,2233,186,232,316,477,288,28.0,3564,86.0,45.0,19.0,14,10501,208,200.0,"782,000",8665.0,285.42
370,370,370,473,湖南省,Hunan,43,湘潭,Xiangtan,430300.0,1017,0,830,4,36,0,33,0,57:54.0,27.83570223,112.9504642,43,湖南省,Hunan,35650,913,42.0,46,11375,5077,2233,186,232,316,477,288,28.0,3564,86.0,45.0,19.0,14,10501,208,192.0,"1,143,000",1936.0,286.04
371,371,371,474,湖南省,Hunan,43,常德,Changde,430700.0,1017,0,830,4,82,0,72,0,57:54.0,29.03775,111.7054522,43,湖南省,Hunan,35650,913,42.0,46,11375,5077,2233,186,232,316,477,288,28.0,3564,86.0,45.0,19.0,14,10501,208,196.0,"830,000",7023.0,286.07
372,372,372,475,湖南省,Hunan,43,邵阳,Shaoyang,430500.0,1017,0,830,4,102,0,93,1,57:54.0,27.24527027,111.4744329,43,湖南省,Hunan,35650,913,42.0,46,11375,5077,2233,186,232,316,477,288,28.0,3564,86.0,45.0,19.0,14,10501,208,194.0,"714,000",8042.0,285.06
373,373,373,476,湖南省,Hunan,43,衡阳,Hengyang,430400.0,1017,0,830,4,48,0,38,0,57:54.0,26.89957614,112.5784472,43,湖南省,Hunan,35650,913,42.0,46,11375,5077,2233,186,232,316,477,288,28.0,3564,86.0,45.0,19.0,14,10501,208,193.0,"1,527,000",5899.0,283.95
374,374,374,477,湖南省,Hunan,43,娄底,Loudi,431300.0,1017,0,830,4,76,0,60,0,57:54.0,27.7032086,112.0015035,43,湖南省,Hunan,35650,913,42.0,46,11375,5077,2233,186,232,316,477,288,28.0,3564,86.0,45.0,19.0,14,10501,208,202.0,"639,000",3134.0,284.22
375,375,375,478,湖南省,Hunan,43,株洲,Zhuzhou,430200.0,1017,0,830,4,80,0,62,0,57:54.0,27.83356764,113.1404708,43,湖南省,Hunan,35650,913,42.0,46,11375,5077,2233,186,232,316,477,288,28.0,3564,86.0,45.0,19.0,14,10501,208,191.0,"1,187,000",4348.0,286.04
376,376,376,479,湖南省,Hunan,43,岳阳,Yueyang,430600.0,1017,0,830,4,156,0,113,1,57:54.0,29.36317829,113.1354894,43,湖南省,Hunan,35650,913,42.0,46,11375,5077,2233,186,232,316,477,288,28.0,3564,86.0,45.0,19.0,14,10501,208,195.0,"1,010,000",5751.0,283.27
377,377,377,480,湖南省,Hunan,43,长沙,Changsha,430100.0,1017,0,830,4,242,0,172,2,57:54.0,28.2348894,112.9454732,43,湖南省,Hunan,35650,913,42.0,46,11375,5077,2233,186,232,316,477,288,28.0,3564,86.0,45.0,19.0,14,10501,208,190.0,"4,578,000",4563.0,286.04
378,378,378,481,广西壮族自治区,Guangxi,45,北海,Beihai,450500.0,252,0,168,2,44,0,32,1,57:54.0,21.4868365,109.1265332,45,广西省,Guangxi,23695,319,12.0,30,8700,1819,2302,100,161,146,359,166,12.0,1792,32.0,15.0,11.0,18,7577,124,229.0,"487,000",1288.0,298.14
379,379,379,482,湖南省,Hunan,43,郴州,Chenzhou,431000.0,1017,0,830,4,39,0,34,0,57:54.0,25.77668327,113.0214605,43,湖南省,Hunan,35650,913,42.0,46,11375,5077,2233,186,232,316,477,288,28.0,3564,86.0,45.0,19.0,14,10501,208,199.0,"960,000",7458.0,286.57
380,380,380,483,广西壮族自治区,Guangxi,45,防城港,Fangchenggang,450600.0,252,0,168,2,19,0,8,0,57:54.0,21.69300529,108.3604188,45,广西省,Guangxi,23695,319,12.0,30,8700,1819,2302,100,161,146,359,166,12.0,1792,32.0,15.0,11.0,18,7577,124,230.0,"420,000",2386.0,298.15
381,381,381,484,广西壮族自治区,Guangxi,45,玉林,Yulin,450900.0,252,0,168,2,11,0,7,0,57:54.0,22.65983051,110.1884531,45,广西省,Guangxi,23695,319,12.0,30,8700,1819,2302,100,161,146,359,166,12.0,1792,32.0,15.0,11.0,18,7577,124,233.0,"696,000",16826.0,300.14
382,382,382,484,广西壮族自治区,Guangxi,45,玉林,Yulin,450900.0,252,0,168,2,11,0,7,0,57:54.0,22.65983051,110.1884531,45,广西省,Guangxi,23695,319,12.0,30,8700,1819,2302,100,161,146,359,166,12.0,1792,32.0,15.0,11.0,18,7577,124,234.0,"696,000",16826.0,300.14
383,383,383,484,广西壮族自治区,Guangxi,45,玉林,Yulin,450900.0,252,0,168,2,11,0,7,0,57:54.0,22.65983051,110.1884531,45,广西省,Guangxi,23695,319,12.0,30,8700,1819,2302,100,161,146,359,166,12.0,1792,32.0,15.0,11.0,18,7577,124,304.0,"696,000",16826.0,300.14
384,384,384,484,广西壮族自治区,Guangxi,45,玉林,Yulin,450900.0,252,0,168,2,11,0,7,0,57:54.0,22.65983051,110.1884531,45,广西省,Guangxi,23695,319,12.0,30,8700,1819,2302,100,161,146,359,166,12.0,1792,32.0,15.0,11.0,18,7577,124,305.0,"696,000",16826.0,300.14
385,385,385,484,广西壮族自治区,Guangxi,45,玉林,Yulin,450900.0,252,0,168,2,11,0,7,0,57:54.0,22.65983051,110.1884531,45,广西省,Guangxi,23695,319,12.0,30,8700,1819,2302,100,161,146,359,166,12.0,1792,32.0,15.0,11.0,18,7577,124,233.0,"614,000",4953.0,300.14
386,386,386,484,广西壮族自治区,Guangxi,45,玉林,Yulin,450900.0,252,0,168,2,11,0,7,0,57:54.0,22.65983051,110.1884531,45,广西省,Guangxi,23695,319,12.0,30,8700,1819,2302,100,161,146,359,166,12.0,1792,32.0,15.0,11.0,18,7577,124,234.0,"614,000",4953.0,300.14
387,387,387,484,广西壮族自治区,Guangxi,45,玉林,Yulin,450900.0,252,0,168,2,11,0,7,0,57:54.0,22.65983051,110.1884531,45,广西省,Guangxi,23695,319,12.0,30,8700,1819,2302,100,161,146,359,166,12.0,1792,32.0,15.0,11.0,18,7577,124,304.0,"614,000",4953.0,300.14
388,388,388,484,广西壮族自治区,Guangxi,45,玉林,Yulin,450900.0,252,0,168,2,11,0,7,0,57:54.0,22.65983051,110.1884531,45,广西省,Guangxi,23695,319,12.0,30,8700,1819,2302,100,161,146,359,166,12.0,1792,32.0,15.0,11.0,18,7577,124,305.0,"614,000",4953.0,300.14
389,389,389,485,广西壮族自治区,Guangxi,45,柳州,Liuzhou,450200.0,252,0,168,2,24,0,15,0,57:54.0,24.33196139,109.4344219,45,广西省,Guangxi,23695,319,12.0,30,8700,1819,2302,100,161,146,359,166,12.0,1792,32.0,15.0,11.0,18,7577,124,226.0,"2,165,000",7211.0,291.59
390,390,390,486,福建省,Fujian,35,龙岩,Longyan,350800.0,296,0,235,1,6,0,6,0,57:54.0,25.08121984,117.0234476,35,福建省,Fujian,19830,342,28.0,28,6268,1862,2794,144,82,184,167,174,13.0,1581,37.0,14.0,8.0,2,5955,147,127.0,"692,000",7363.0,293.09
391,391,391,487,福建省,Fujian,35,厦门,Xiamen,350200.0,296,0,235,1,35,0,34,0,57:54.0,24.48540661,118.0964355,35,福建省,Fujian,19830,342,28.0,28,6268,1862,2794,144,82,184,167,174,13.0,1581,37.0,14.0,8.0,2,5955,147,121.0,"3,720,000",656.0,291.38
392,392,392,488,福建省,Fujian,35,福州,Fuzhou,350100.0,296,0,235,1,72,0,69,1,57:54.0,26.08042942,119.3034698,35,福建省,Fujian,19830,342,28.0,28,6268,1862,2794,144,82,184,167,174,13.0,1581,37.0,14.0,8.0,2,5955,147,119.0,"3,686,000",4702.0,288.67
393,393,393,488,福建省,Fujian,35,福州,Fuzhou,350100.0,296,0,235,1,72,0,69,1,57:54.0,26.08042942,119.3034698,35,福建省,Fujian,19830,342,28.0,28,6268,1862,2794,144,82,184,167,174,13.0,1581,37.0,14.0,8.0,2,5955,147,120.0,"3,686,000",4702.0,288.67
394,394,394,488,福建省,Fujian,35,福州,Fuzhou,350100.0,296,0,235,1,72,0,69,1,57:54.0,26.08042942,119.3034698,35,福建省,Fujian,19830,342,28.0,28,6268,1862,2794,144,82,184,167,174,13.0,1581,37.0,14.0,8.0,2,5955,147,139.0,"3,686,000",4702.0,288.67
395,395,395,488,福建省,Fujian,35,福州,Fuzhou,350100.0,296,0,235,1,72,0,69,1,57:54.0,26.08042942,119.3034698,35,福建省,Fujian,19830,342,28.0,28,6268,1862,2794,144,82,184,167,174,13.0,1581,37.0,14.0,8.0,2,5955,147,140.0,"3,686,000",4702.0,288.67
396,396,396,488,福建省,Fujian,35,福州,Fuzhou,350100.0,296,0,235,1,72,0,69,1,57:54.0,26.08042942,119.3034698,35,福建省,Fujian,19830,342,28.0,28,6268,1862,2794,144,82,184,167,174,13.0,1581,37.0,14.0,8.0,2,5955,147,119.0,"990,000",7258.0,288.67
397,397,397,488,福建省,Fujian,35,福州,Fuzhou,350100.0,296,0,235,1,72,0,69,1,57:54.0,26.08042942,119.3034698,35,福建省,Fujian,19830,342,28.0,28,6268,1862,2794,144,82,184,167,174,13.0,1581,37.0,14.0,8.0,2,5955,147,120.0,"990,000",7258.0,288.67
398,398,398,488,福建省,Fujian,35,福州,Fuzhou,350100.0,296,0,235,1,72,0,69,1,57:54.0,26.08042942,119.3034698,35,福建省,Fujian,19830,342,28.0,28,6268,1862,2794,144,82,184,167,174,13.0,1581,37.0,14.0,8.0,2,5955,147,139.0,"990,000",7258.0,288.67
399,399,399,488,福建省,Fujian,35,福州,Fuzhou,350100.0,296,0,235,1,72,0,69,1,57:54.0,26.08042942,119.3034698,35,福建省,Fujian,19830,342,28.0,28,6268,1862,2794,144,82,184,167,174,13.0,1581,37.0,14.0,8.0,2,5955,147,140.0,"990,000",7258.0,288.67
400,400,400,489,福建省,Fujian,35,宁德,Ningde,350900.0,296,0,235,1,26,0,23,0,57:54.0,26.67224171,119.5545107,35,福建省,Fujian,19830,342,28.0,28,6268,1862,2794,144,82,184,167,174,13.0,1581,37.0,14.0,8.0,2,5955,147,128.0,"334,000",5194.0,289.51
401,401,401,490,广西壮族自治区,Guangxi,45,南宁,Nanning,450100.0,252,0,168,2,55,0,46,0,57:54.0,22.8226066,108.3734508,45,广西省,Guangxi,23695,319,12.0,30,8700,1819,2302,100,161,146,359,166,12.0,1792,32.0,15.0,11.0,18,7577,124,225.0,"3,860,000",8567.0,297.93
402,402,402,491,福建省,Fujian,35,三明,Sanming,350400.0,296,0,235,1,14,0,8,0,57:54.0,26.26973652,117.6455212,35,福建省,Fujian,19830,342,28.0,28,6268,1862,2794,144,82,184,167,174,13.0,1581,37.0,14.0,8.0,2,5955,147,123.0,"372,000",8853.0,285.71
403,403,403,492,福建省,Fujian,35,南平,Nanping,350700.0,296,0,235,1,20,0,14,0,57:54.0,26.64777287,118.1843695,35,福建省,Fujian,19830,342,28.0,28,6268,1862,2794,144,82,184,167,174,13.0,1581,37.0,14.0,8.0,2,5955,147,126.0,"491,000",10146.0,286.01
404,404,404,493,福建省,Fujian,35,泉州,Quanzhou,350500.0,296,0,235,1,47,0,30,0,57:54.0,24.87995233,118.6824463,35,福建省,Fujian,19830,342,28.0,28,6268,1862,2794,144,82,184,167,174,13.0,1581,37.0,14.0,8.0,2,5955,147,124.0,"1,694,000",4332.0,291.38
405,405,405,494,福建省,Fujian,35,漳州,Zhangzhou,350600.0,296,0,235,1,20,0,15,0,57:54.0,24.51892979,117.6535765,35,福建省,Fujian,19830,342,28.0,28,6268,1862,2794,144,82,184,167,174,13.0,1581,37.0,14.0,8.0,2,5955,147,125.0,"872,000",4976.0,291.38
406,406,406,495,广西壮族自治区,Guangxi,45,百色,Baise,451000.0,252,0,168,2,3,0,3,0,57:54.0,23.90818593,106.6245893,45,广西省,Guangxi,23695,319,12.0,30,8700,1819,2302,100,161,146,359,166,12.0,1792,32.0,15.0,11.0,18,7577,124,,"4,171,700",13997.0,297.38
407,407,407,496,广西壮族自治区,Guangxi,45,贺州,Hezhou,451100.0,252,0,168,2,4,0,4,0,57:54.0,24.4094509,111.5735263,45,广西省,Guangxi,23695,319,12.0,30,8700,1819,2302,100,161,146,359,166,12.0,1792,32.0,15.0,11.0,18,7577,124,,"625,000",4536.0,291.27
408,408,408,497,广西壮族自治区,Guangxi,45,梧州,Wuzhou,450400.0,252,0,168,2,5,0,5,0,57:54.0,23.48274528,111.2855168,45,广西省,Guangxi,23695,319,12.0,30,8700,1819,2302,100,161,146,359,166,12.0,1792,32.0,15.0,11.0,18,7577,124,228.0,"697,000",4860.0,295.85
