,Unnamed: 0,Unnamed: 0.1,Unnamed: 0_x,provinceName,provinceEnglishName,province_zipCode,cityName,cityEnglishName,city_zipCode,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount,updateTime,Latitude,Longitude,GbProv_x,Prov_CH_x,ProvEN,Total,三级甲等医院,专科医院,传染病医院,医疗保健服务场所,卫生院,口腔医院,妇科医院,急救中心,整形美容,疾病预防,眼科医院,精神病医院,综合医院,耳鼻喉医院,肿瘤医院,胸科医院,脑科医院,诊所,骨科医院,Unnamed: 0_y,Population,Land_Area_mi2,Temperature_03_12
147,147,147,268,黑龙江省,Heilongjiang,23,伊春,Yichun,230700.0,480,0,283,13,1,0,1,0,35:55.7,47.73331846,128.84754640000003,23,黑龙江省,Heilongjiang,18647,349,31.0,58,6792,1263,2487,113,129,174,297,190,12.0,1778,20.0,29.0,16.0,15,4730,164,138.0,"598,000",15065.0,250.99
148,148,148,269,黑龙江省,Heilongjiang,23,大兴安岭,Daxinganling,232700.0,480,0,283,13,2,0,2,0,35:55.7,50.42002596,124.1529279,23,黑龙江省,Heilongjiang,18647,349,31.0,58,6792,1263,2487,113,129,174,297,190,12.0,1778,20.0,29.0,16.0,15,4730,164,,"439,316",32046.0,253.43
149,149,149,270,黑龙江省,Heilongjiang,23,鹤岗,Hegang,230400.0,480,0,283,13,5,0,4,0,35:55.7,47.35605616,130.30443290000002,23,黑龙江省,Heilongjiang,18647,349,31.0,58,6792,1263,2487,113,129,174,297,190,12.0,1778,20.0,29.0,16.0,15,4730,164,62.0,"639,000",5668.0,255.24
150,150,150,271,黑龙江省,Heilongjiang,23,佳木斯,Jiamusi,230800.0,480,0,283,13,15,0,15,0,35:55.7,46.80568999,130.3273591,23,黑龙江省,Heilongjiang,18647,349,31.0,58,6792,1263,2487,113,129,174,297,190,12.0,1778,20.0,29.0,16.0,15,4730,164,67.0,"716,000",12173.0,252.35
151,151,151,272,黑龙江省,Heilongjiang,23,哈尔滨,Harbin,230100.0,480,0,283,13,198,0,85,4,35:55.7,45.80882583,126.5416151,23,黑龙江省,Heilongjiang,18647,349,31.0,58,6792,1263,2487,113,129,174,297,190,12.0,1778,20.0,29.0,16.0,15,4730,164,,"10,640,000",20490.0,257.13
152,152,152,273,黑龙江省,Heilongjiang,23,双鸭山,Shuangyashan,230500.0,480,0,283,13,52,0,32,3,35:55.7,46.6531859,131.1653417,23,黑龙江省,Heilongjiang,18647,349,31.0,58,6792,1263,2487,113,129,174,297,190,12.0,1778,20.0,29.0,16.0,15,4730,164,63.0,"503,000",10225.0,251.21
153,153,153,274,黑龙江省,Heilongjiang,23,鸡西,Jixi,230300.0,480,0,283,13,46,0,29,0,35:55.7,45.30087232,130.97561869999998,23,黑龙江省,Heilongjiang,18647,349,31.0,58,6792,1263,2487,113,129,174,297,190,12.0,1778,20.0,29.0,16.0,15,4730,164,61.0,"950,000",8683.0,253.93
154,154,154,275,黑龙江省,Heilongjiang,23,大庆,Daqing,230600.0,480,0,283,13,26,0,16,1,35:55.7,46.59363318,125.1086576,23,黑龙江省,Heilongjiang,18647,349,31.0,58,6792,1263,2487,113,129,174,297,190,12.0,1778,20.0,29.0,16.0,15,4730,164,64.0,"1,859,000",8556.0,252.92
155,155,155,276,黑龙江省,Heilongjiang,23,绥化,Suihua,231200.0,480,0,283,13,47,0,35,4,35:55.7,46.66003218,126.9753569,23,黑龙江省,Heilongjiang,18647,349,31.0,58,6792,1263,2487,113,129,174,297,190,12.0,1778,20.0,29.0,16.0,15,4730,164,71.0,"422,000",13500.0,250.67
156,156,156,277,黑龙江省,Heilongjiang,23,黑河,Heihe,231100.0,480,0,283,13,14,0,9,0,35:55.7,50.25127231,127.5354899,23,黑龙江省,Heilongjiang,18647,349,31.0,58,6792,1263,2487,113,129,174,297,190,12.0,1778,20.0,29.0,16.0,15,4730,164,70.0,"1,674,000",21000.0,252.59
157,157,157,278,黑龙江省,Heilongjiang,23,牡丹江,Mudanjiang,231000.0,480,0,283,13,14,0,9,0,35:55.7,44.55624571,129.6395398,23,黑龙江省,Heilongjiang,18647,349,31.0,58,6792,1263,2487,113,129,174,297,190,12.0,1778,20.0,29.0,16.0,15,4730,164,69.0,"926,000",15534.0,254.47
158,158,158,279,黑龙江省,Heilongjiang,23,七台河,Qitaihe,230900.0,480,0,283,13,17,0,13,0,35:55.7,45.77630032,131.0115446,23,黑龙江省,Heilongjiang,18647,349,31.0,58,6792,1263,2487,113,129,174,297,190,12.0,1778,20.0,29.0,16.0,15,4730,164,68.0,"579,000",2402.0,251.04
159,159,159,280,黑龙江省,Heilongjiang,23,齐齐哈尔,Qiqihar,230200.0,480,0,283,13,43,0,33,1,35:55.7,47.35997719,123.9245709,23,黑龙江省,Heilongjiang,18647,349,31.0,58,6792,1263,2487,113,129,174,297,190,12.0,1778,20.0,29.0,16.0,15,4730,164,,"5,367,000",16296.0,251.71
160,160,160,281,重庆市,Chongqing,50,大足区,Dazu,500111.0,576,0,402,6,14,0,10,0,49:42.5,29.71311351,105.7284046,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,285.58
161,161,161,282,重庆市,Chongqing,50,两江新区,Liangjiang New Area,-1.0,576,0,402,6,17,0,13,0,49:42.5,29.70894584,106.55401299999998,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,284.8
162,162,162,283,重庆市,Chongqing,50,渝北区,Yubei,500112.0,576,0,402,6,17,0,13,0,49:42.5,29.72392734,106.6375591,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,284.8
163,163,163,284,重庆市,Chongqing,50,云阳县,Yunyang County,500235.0,576,0,402,6,25,0,21,0,49:42.5,30.93661127,108.7034475,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,286.22
164,164,164,285,重庆市,Chongqing,50,丰都县,Fengdu County,500230.0,576,0,402,6,10,0,5,0,49:42.5,29.86941279,107.73748059999998,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,286.79
165,165,165,286,重庆市,Chongqing,50,奉节县,Fengjie County,500236.0,576,0,402,6,22,0,17,0,49:42.5,31.02460177,109.47047279999998,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,284.63
166,166,166,287,重庆市,Chongqing,50,沙坪坝区,Shapingba,500106.0,576,0,402,6,9,0,3,0,49:42.5,29.54719252,106.46446509999998,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,284.8
167,167,167,288,重庆市,Chongqing,50,铜梁区,Tongliang,500151.0,576,0,402,6,10,0,4,0,49:42.5,29.85050878,106.0634495,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,284.8
168,168,168,289,重庆市,Chongqing,50,万州区,Wanzhou,500101.0,576,0,402,6,118,0,81,4,49:42.5,30.81362164,108.4155584,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,286.22
169,169,169,290,重庆市,Chongqing,50,九龙坡区,Jiulongpo,500107.0,576,0,402,6,21,0,13,1,49:42.5,29.50792772,106.5175587,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,284.8
170,170,170,291,重庆市,Chongqing,50,垫江县,Dianjiang County,500231.0,576,0,402,6,20,0,12,0,49:42.5,30.33329397,107.3395659,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,286.29
171,171,171,292,重庆市,Chongqing,50,长寿区,Changshou,500115.0,576,0,402,6,22,0,14,0,49:42.5,29.86352007,107.0875311,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,284.8
172,172,172,293,重庆市,Chongqing,50,合川区,Hechuan,500117.0,576,0,402,6,23,0,15,0,49:42.5,29.97818124,106.2825411,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,284.8
173,173,173,294,重庆市,Chongqing,50,綦江区,Qijiang,500110.0,576,0,402,6,23,0,13,0,49:42.5,29.03411375,106.6574842,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,287.16
174,174,174,295,重庆市,Chongqing,50,潼南区,Tongnan,500152.0,576,0,402,6,18,0,7,0,49:42.5,30.19731424,105.847399,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,286.24
175,175,175,296,重庆市,Chongqing,50,忠县,Zhong County,500233.0,576,0,402,6,21,0,18,0,49:42.5,30.30526839,108.0445375,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,286.0
176,176,176,297,重庆市,Chongqing,50,南岸区,Nan'an,500108.0,576,0,402,6,15,0,8,0,49:42.5,29.5026831,106.6684298,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,284.8
177,177,177,298,重庆市,Chongqing,50,渝中区,Yuzhong,500103.0,576,0,402,6,20,0,17,0,49:42.5,29.55909018,106.57544009999998,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,284.8
178,178,178,299,重庆市,Chongqing,50,江北区,Jiangbei,500105.0,576,0,402,6,28,0,17,0,49:42.5,29.61283231,106.58041509999998,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,284.8
179,179,179,300,重庆市,Chongqing,50,荣昌区,Rongchang,500153.0,576,0,402,6,9,0,6,0,49:42.5,29.411307399999995,105.6014198,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,285.58
180,180,180,301,重庆市,Chongqing,50,石柱县,Shizhu Tujia Autonomous County,500240.0,576,0,402,6,15,0,12,0,49:42.5,30.0061087,108.1204142,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,284.74
181,181,181,303,重庆市,Chongqing,50,秀山县,Xiushan Tujia and Miao Autonomous County,500241.0,576,0,402,6,1,0,1,0,49:42.5,28.45344786,109.0135739,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,285.48
182,182,182,304,重庆市,Chongqing,50,武隆区,Wulong,500156.0,576,0,402,6,1,0,1,0,49:42.5,29.33202687,107.7664252,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,282.87
183,183,183,305,重庆市,Chongqing,50,城口县,Chengkou County,500229.0,576,0,402,6,2,0,2,0,49:42.5,31.95339075,108.6716116,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,275.98
184,184,184,306,重庆市,Chongqing,50,黔江区,Qianjiang Tujia and Miao Autonomous County,500114.0,576,0,402,6,2,0,2,0,49:42.5,29.53881257,108.7775912,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,283.46
185,185,185,307,重庆市,Chongqing,50,梁平区,Liangping,500155.0,576,0,402,6,4,0,4,0,49:42.5,30.66055326,107.7760973,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,286.0
186,186,186,308,重庆市,Chongqing,50,江津区,Jiangjin,500116.0,576,0,402,6,4,0,4,0,49:42.5,29.29588437,106.2655976,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,284.8
187,187,187,309,重庆市,Chongqing,50,永川区,Yongchuan,500118.0,576,0,402,6,5,0,5,0,49:42.5,29.36204634,105.9334994,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,286.08
188,188,188,310,重庆市,Chongqing,50,高新区,Chongqing High-tech Zone,0.0,576,0,402,6,4,0,4,0,49:42.5,29.54794221,106.3148829,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,284.8
189,189,189,311,重庆市,Chongqing,50,彭水县,Pengshui Miao and Tujia Autonomous County,500243.0,576,0,402,6,2,0,1,0,49:42.5,29.29946229,108.172578,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,282.87
190,190,190,312,重庆市,Chongqing,50,万盛经开区,Wansheng,0.0,576,0,402,6,1,0,0,0,49:42.5,28.96783479,106.9315583,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,284.29
191,191,191,313,重庆市,Chongqing,50,涪陵区,Fuling,500102.0,576,0,402,6,5,0,2,0,49:42.5,29.7092782,107.3964198,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,283.49
192,192,192,314,重庆市,Chongqing,50,巫溪县,Wuxi County,500238.0,576,0,402,6,14,0,12,0,49:42.5,31.40488001,109.57640259999998,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,279.11
193,193,193,315,重庆市,Chongqing,50,巫山县,Wushan County,500237.0,576,0,402,6,10,0,8,0,49:42.5,31.08051881,109.8855455,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,282.47
194,194,194,316,重庆市,Chongqing,50,巴南区,Banan,500113.0,576,0,402,6,6,0,3,0,49:42.5,29.40847474,106.5474543,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,284.8
195,195,195,317,重庆市,Chongqing,50,璧山区,Bishan,500120.0,576,0,402,6,9,0,8,0,49:42.5,29.59834661,106.2334746,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,284.8
196,196,196,318,重庆市,Chongqing,50,大渡口区,Dadukou,500104.0,576,0,402,6,7,0,6,0,49:42.5,29.49010713,106.48853359999998,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,284.8
197,197,197,319,重庆市,Chongqing,50,开州区,Kaizhou,500154.0,576,0,402,6,21,0,19,1,49:42.5,31.16664411,108.3994977,50,重庆市,Chongqing,5049,200,5.0,20,869,885,872,61,53,201,143,138,27.0,674,25.0,23.0,9.0,6,731,107,,,,286.22
198,198,198,320,上海市,Shanghai,31,闵行区,Minhang,310112.0,337,0,279,3,19,0,17,0,51:49.7,31.11884258,121.3886119,31,上海市,Shanghai,4969,722,6.0,19,889,863,859,37,118,228,83,58,61.0,302,27.0,31.0,19.0,9,602,36,,,,283.43
199,199,199,321,上海市,Shanghai,31,浦东新区,Pudong,310115.0,337,0,279,3,60,0,51,0,51:49.7,31.22734829,121.55045459999998,31,上海市,Shanghai,4969,722,6.0,19,889,863,859,37,118,228,83,58,61.0,302,27.0,31.0,19.0,9,602,36,,,,283.43
200,200,200,322,上海市,Shanghai,31,宝山区,Baoshan,310113.0,337,0,279,3,21,0,13,0,51:49.7,31.41027947,121.496563,31,上海市,Shanghai,4969,722,6.0,19,889,863,859,37,118,228,83,58,61.0,302,27.0,31.0,19.0,9,602,36,,,,283.44
201,201,201,323,上海市,Shanghai,31,徐汇区,Xuhui,310104.0,337,0,279,3,18,0,15,0,51:49.7,31.19455677,121.4433964,31,上海市,Shanghai,4969,722,6.0,19,889,863,859,37,118,228,83,58,61.0,302,27.0,31.0,19.0,9,602,36,,,,283.44
202,202,202,324,上海市,Shanghai,31,静安区,Jing'an,310106.0,337,0,279,3,16,0,13,0,51:49.7,31.23384493,121.4534318,31,上海市,Shanghai,4969,722,6.0,19,889,863,859,37,118,228,83,58,61.0,302,27.0,31.0,19.0,9,602,36,,,,283.44
203,203,203,325,上海市,Shanghai,31,松江区,Songjiang,310117.0,337,0,279,3,14,0,11,0,51:49.7,31.03713518,121.2344796,31,上海市,Shanghai,4969,722,6.0,19,889,863,859,37,118,228,83,58,61.0,302,27.0,31.0,19.0,9,602,36,,,,283.94
204,204,204,326,上海市,Shanghai,31,嘉定区,Jiading,310114.0,337,0,279,3,9,0,6,0,51:49.7,31.38015534,121.2725951,31,上海市,Shanghai,4969,722,6.0,19,889,863,859,37,118,228,83,58,61.0,302,27.0,31.0,19.0,9,602,36,,,,283.45
205,205,205,327,上海市,Shanghai,31,普陀区,Putuo,310107.0,337,0,279,3,11,0,9,0,51:49.7,31.25497337,121.4035693,31,上海市,Shanghai,4969,722,6.0,19,889,863,859,37,118,228,83,58,61.0,302,27.0,31.0,19.0,9,602,36,,,,283.45
206,206,206,329,上海市,Shanghai,31,杨浦区,Yangpu,310110.0,337,0,279,3,9,0,8,0,51:49.7,31.26552414,121.5325199,31,上海市,Shanghai,4969,722,6.0,19,889,863,859,37,118,228,83,58,61.0,302,27.0,31.0,19.0,9,602,36,,,,283.43
207,207,207,330,上海市,Shanghai,31,奉贤区,Fengxian,310120.0,337,0,279,3,9,0,8,0,51:49.7,30.92372011,121.4805037,31,上海市,Shanghai,4969,722,6.0,19,889,863,859,37,118,228,83,58,61.0,302,27.0,31.0,19.0,9,602,36,,,,283.41
208,208,208,331,上海市,Shanghai,31,虹口区,Hongkou,310109.0,337,0,279,3,7,0,6,0,51:49.7,31.2697467,121.5115865,31,上海市,Shanghai,4969,722,6.0,19,889,863,859,37,118,228,83,58,61.0,302,27.0,31.0,19.0,9,602,36,,,,283.43
209,209,209,332,上海市,Shanghai,31,青浦区,Qingpu,310118.0,337,0,279,3,6,0,5,0,51:49.7,31.15545432,121.1305531,31,上海市,Shanghai,4969,722,6.0,19,889,863,859,37,118,228,83,58,61.0,302,27.0,31.0,19.0,9,602,36,,,,284.14
210,210,210,333,上海市,Shanghai,31,金山区,Jinshan,310116.0,337,0,279,3,4,0,3,0,51:49.7,30.74785238,121.34848,31,上海市,Shanghai,4969,722,6.0,19,889,863,859,37,118,228,83,58,61.0,302,27.0,31.0,19.0,9,602,36,,,,283.97
211,211,211,334,上海市,Shanghai,31,崇明区,Chongming,310151.0,337,0,279,3,4,0,3,0,51:49.7,31.62856998,121.4035569,31,上海市,Shanghai,4969,722,6.0,19,889,863,859,37,118,228,83,58,61.0,302,27.0,31.0,19.0,9,602,36,,,,283.41
212,212,212,335,上海市,Shanghai,31,长宁区,Changning,310105.0,337,0,279,3,13,0,13,0,51:49.7,31.22684797,121.4304544,31,上海市,Shanghai,4969,722,6.0,19,889,863,859,37,118,228,83,58,61.0,302,27.0,31.0,19.0,9,602,36,,"510,000",790.0,283.44
213,213,213,337,上海市,Shanghai,31,黄浦区,Huangpu,310101.0,337,0,279,3,6,0,4,0,51:49.7,31.23724715,121.4915856,31,上海市,Shanghai,4969,722,6.0,19,889,863,859,37,118,228,83,58,61.0,302,27.0,31.0,19.0,9,602,36,,,,283.44
214,214,214,338,云南省,Yunnan,53,大理州,Dali,0.0,174,0,156,2,13,0,12,0,56:03.6,25.61212842,100.2745828,53,云南省,Yunnan,18656,213,13.0,40,6630,2166,1315,111,102,144,314,158,23.0,2273,19.0,18.0,21.0,5,4922,169,,"515,000",567.0,276.96
215,215,215,339,云南省,Yunnan,53,昆明,Kunming,530100.0,174,0,156,2,53,0,48,0,56:03.6,24.87399815,102.8524484,53,云南省,Yunnan,18656,213,13.0,40,6630,2166,1315,111,102,144,314,158,23.0,2273,19.0,18.0,21.0,5,4922,169,274.0,"4,443,000",8302.0,282.1
216,216,216,340,云南省,Yunnan,53,昭通,Zhaotong,530600.0,174,0,156,2,25,0,20,0,56:03.6,27.34408386,103.7235118,53,云南省,Yunnan,18656,213,13.0,40,6630,2166,1315,111,102,144,314,158,23.0,2273,19.0,18.0,21.0,5,4922,169,,"339,000",8954.0,274.8
217,217,217,341,云南省,Yunnan,53,玉溪,Yuxi,530400.0,174,0,156,2,14,0,12,1,56:03.6,24.35771094,102.5535603,53,云南省,Yunnan,18656,213,13.0,40,6630,2166,1315,111,102,144,314,158,23.0,2273,19.0,18.0,21.0,5,4922,169,276.0,"663,000",5902.0,281.82
218,218,218,342,云南省,Yunnan,53,曲靖,Qujing,530300.0,174,0,156,2,13,0,12,0,56:03.6,25.49640693,103.8024348,53,云南省,Yunnan,18656,213,13.0,40,6630,2166,1315,111,102,144,314,158,23.0,2273,19.0,18.0,21.0,5,4922,169,275.0,"942,000",11527.0,280.65
219,219,219,343,云南省,Yunnan,53,红河州,Honghe,0.0,174,0,156,2,9,0,8,0,56:03.6,23.36999625,103.3815491,53,云南省,Yunnan,18656,213,13.0,40,6630,2166,1315,111,102,144,314,158,23.0,2273,19.0,18.0,21.0,5,4922,169,,"4,501,000",12714.0,285.87
220,220,220,344,云南省,Yunnan,53,文山州,Wenshan,0.0,174,0,156,2,2,0,2,0,56:03.6,23.40599429,104.222569,53,云南省,Yunnan,18656,213,13.0,40,6630,2166,1315,111,102,144,314,158,23.0,2273,19.0,18.0,21.0,5,4922,169,,"3,518,000",12127.0,286.87
221,221,221,345,云南省,Yunnan,53,德宏州,Dehong,0.0,174,0,156,2,5,0,4,0,56:03.6,24.4380107,98.59135936,53,云南省,Yunnan,18656,213,13.0,40,6630,2166,1315,111,102,144,314,158,23.0,2273,19.0,18.0,21.0,5,4922,169,,"1,279,000",4314.0,283.55
222,222,222,346,云南省,Yunnan,53,西双版纳,Xishuangbanna,532800.0,174,0,156,2,15,0,14,1,56:03.6,22.01360125,100.8034468,53,云南省,Yunnan,18656,213,13.0,40,6630,2166,1315,111,102,144,314,158,23.0,2273,19.0,18.0,21.0,5,4922,169,,"1,134,000",7606.0,288.49
223,223,223,347,云南省,Yunnan,53,丽江,Lijiang,530700.0,174,0,156,2,7,0,7,0,56:03.6,26.86065744,100.2324645,53,云南省,Yunnan,18656,213,13.0,40,6630,2166,1315,111,102,144,314,158,23.0,2273,19.0,18.0,21.0,5,4922,169,,"1,290,000",7937.0,271.34
224,224,224,348,云南省,Yunnan,53,普洱,Pu'er,530800.0,174,0,156,2,4,0,4,0,56:03.6,22.83097919,100.9725698,53,云南省,Yunnan,18656,213,13.0,40,6630,2166,1315,111,102,144,314,158,23.0,2273,19.0,18.0,21.0,5,4922,169,,"2,543,000",17523.0,285.95
225,225,225,349,云南省,Yunnan,53,楚雄州,Chuxiong,0.0,174,0,156,2,4,0,4,0,56:03.6,25.05177357,101.5344125,53,云南省,Yunnan,18656,213,13.0,40,6630,2166,1315,111,102,144,314,158,23.0,2273,19.0,18.0,21.0,5,4922,169,,"501,000",1731.0,279.62
226,226,226,350,云南省,Yunnan,53,临沧,Lincang,530900.0,174,0,156,2,1,0,1,0,56:03.6,23.89046856,100.09544040000002,53,云南省,Yunnan,18656,213,13.0,40,6630,2166,1315,111,102,144,314,158,23.0,2273,19.0,18.0,21.0,5,4922,169,,"2,430,000",9120.0,281.97
227,227,227,351,云南省,Yunnan,53,保山,Baoshan,530500.0,174,0,156,2,9,0,8,0,56:03.6,25.13903879,99.17727329,53,云南省,Yunnan,18656,213,13.0,40,6630,2166,1315,111,102,144,314,158,23.0,2273,19.0,18.0,21.0,5,4922,169,,"2,506,000",7361.0,280.79
228,228,228,352,山西省,Shanxi,14,临汾,Linfen,141000.0,133,0,109,0,2,0,2,0,01:12.3,36.0937419,111.52553020000002,14,山西省,Shanxi,21731,218,23.0,42,7266,1585,2434,188,121,105,222,221,20.0,2148,59.0,28.0,17.0,31,6806,197,22.0,"858,000",7828.0,277.7
229,229,229,353,山西省,Shanxi,14,阳泉,Yangquan,140300.0,133,0,109,0,4,0,4,0,01:12.3,37.86236085,113.5876167,14,山西省,Shanxi,21731,218,23.0,42,7266,1585,2434,188,121,105,222,221,20.0,2148,59.0,28.0,17.0,31,6806,197,15.0,"794,000",1719.0,269.11
230,230,230,354,山西省,Shanxi,14,吕梁,Lüliang,141100.0,133,0,109,0,6,0,6,0,01:12.3,37.52449775,111.1504497,14,山西省,Shanxi,21731,218,23.0,42,7266,1585,2434,188,121,105,222,221,20.0,2148,59.0,28.0,17.0,31,6806,197,,"3,727,000",8163.0,268.82
231,231,231,355,山西省,Shanxi,14,忻州,Xinzhou,140900.0,133,0,109,0,7,0,7,0,01:12.3,38.42238339,112.7406242,14,山西省,Shanxi,21731,218,23.0,42,7266,1585,2434,188,121,105,222,221,20.0,2148,59.0,28.0,17.0,31,6806,197,21.0,"374,000",9722.0,268.66
232,232,232,356,山西省,Shanxi,14,长治,Changzhi,140400.0,133,0,109,0,8,0,7,0,01:12.3,36.20126837,113.12255890000002,14,山西省,Shanxi,21731,218,23.0,42,7266,1585,2434,188,121,105,222,221,20.0,2148,59.0,28.0,17.0,31,6806,197,16.0,"846,000",5353.0,271.09
233,233,233,357,山西省,Shanxi,14,运城,Yuncheng,140800.0,133,0,109,0,19,0,18,0,01:12.3,35.03270691,111.0133895,14,山西省,Shanxi,21731,218,23.0,42,7266,1585,2434,188,121,105,222,221,20.0,2148,59.0,28.0,17.0,31,6806,197,20.0,"675,000",5476.0,278.48
234,234,234,358,山西省,Shanxi,14,朔州,Shuozhou,140600.0,133,0,109,0,8,0,6,0,01:12.3,39.33710837,112.4393709,14,山西省,Shanxi,21731,218,23.0,42,7266,1585,2434,188,121,105,222,221,20.0,2148,59.0,28.0,17.0,31,6806,197,18.0,"563,000",4117.0,265.24
235,235,235,359,山西省,Shanxi,14,太原,Taiyuan,140100.0,133,0,109,0,20,0,18,0,01:12.3,37.87698903,112.5563915,14,山西省,Shanxi,21731,218,23.0,42,7266,1585,2434,188,121,105,222,221,20.0,2148,59.0,28.0,17.0,31,6806,197,13.0,"3,891,000",2686.0,269.92
236,236,236,360,山西省,Shanxi,14,晋城,Jincheng,140500.0,133,0,109,0,10,0,7,0,01:12.3,35.49628459,112.8585782,14,山西省,Shanxi,21731,218,23.0,42,7266,1585,2434,188,121,105,222,221,20.0,2148,59.0,28.0,17.0,31,6806,197,17.0,"734,000",3664.0,274.92
237,237,237,361,山西省,Shanxi,14,大同,Datong,140200.0,133,0,109,0,12,0,8,0,01:12.3,40.08246872,113.3064363,14,山西省,Shanxi,21731,218,23.0,42,7266,1585,2434,188,121,105,222,221,20.0,2148,59.0,28.0,17.0,31,6806,197,14.0,"1,745,000",5473.0,264.83
