STATE,COUNTY,BEDS
New York,SARATOGA COUNTY,259
New York,SCHENECTADY COUNTY,538
New York,SCHOHARIE COUNTY,40
New York,SCHUYLER COUNTY,25
New York,ST. LAWRENCE COUNTY,319
New York,STEUBEN COUNTY,214
New York,SUFFOLK COUNTY,3583
New York,SULLIVAN COUNTY,169
New York,TOMPKINS COUNTY,212
New York,ULSTER COUNTY,325
New York,WARREN COUNTY,410
New York,WAYNE COUNTY,120
New York,WESTCHESTER COUNTY,3235
New York,WYOMING COUNTY,62
New York,YATES COUNTY,25
North Carolina,ALAMANCE COUNTY,238
North Carolina,ALEXANDER COUNTY,25
North Carolina,ALLEGHANY COUNTY,41
North Carolina,ANSON COUNTY,162
North Carolina,ASHE COUNTY,76
North Carolina,AVERY COUNTY,50
North Carolina,BEAUFORT COUNTY,303
North Carolina,BERTIE COUNTY,6
North Carolina,BLADEN COUNTY,58
North Carolina,BRUNSWICK COUNTY,160
North Carolina,BUNCOMBE COUNTY,877
North Carolina,BURKE COUNTY,446
North Carolina,CABARRUS COUNTY,497
North Carolina,CALDWELL COUNTY,110
North Carolina,CARTERET COUNTY,135
North Carolina,CATAWBA COUNTY,613
North Carolina,CHATHAM COUNTY,25
North Carolina,CHEROKEE COUNTY,191
North Carolina,CHOWAN COUNTY,89
North Carolina,CLEVELAND COUNTY,431
North Carolina,COLUMBUS COUNTY,154
North Carolina,CRAVEN COUNTY,350
North Carolina,CUMBERLAND COUNTY,666
North Carolina,DARE COUNTY,21
North Carolina,DAVIDSON COUNTY,243
North Carolina,DAVIE COUNTY,131
North Carolina,DUPLIN COUNTY,101
North Carolina,DURHAM COUNTY,1360
North Carolina,EDGECOMBE COUNTY,117
North Carolina,FORSYTH COUNTY,1855
North Carolina,FRANKLIN COUNTY,83
North Carolina,GASTON COUNTY,475
North Carolina,GRANVILLE COUNTY,142
North Carolina,GUILFORD COUNTY,1833
North Carolina,HALIFAX COUNTY,306
North Carolina,HARNETT COUNTY,167
North Carolina,HAYWOOD COUNTY,190
North Carolina,HENDERSON COUNTY,325
North Carolina,HERTFORD COUNTY,114
North Carolina,HOKE COUNTY,49
North Carolina,IREDELL COUNTY,501
North Carolina,JACKSON COUNTY,86
North Carolina,JOHNSTON COUNTY,199
North Carolina,LEE COUNTY,127
North Carolina,LENOIR COUNTY,261
North Carolina,LINCOLN COUNTY,101
North Carolina,MACON COUNTY,83
North Carolina,MARTIN COUNTY,49
North Carolina,MCDOWELL COUNTY,65
North Carolina,MECKLENBURG COUNTY,2949
North Carolina,MITCHELL COUNTY,46
North Carolina,MONTGOMERY COUNTY,37
North Carolina,MOORE COUNTY,372
North Carolina,NASH COUNTY,403
North Carolina,NEW HANOVER COUNTY,769
North Carolina,ONSLOW COUNTY,162
North Carolina,ORANGE COUNTY,896
North Carolina,PASQUOTANK COUNTY,182
North Carolina,PENDER COUNTY,86
North Carolina,PERSON COUNTY,110
North Carolina,PITT COUNTY,909
North Carolina,POLK COUNTY,35
North Carolina,RANDOLPH COUNTY,145
North Carolina,RICHMOND COUNTY,163
North Carolina,ROBESON COUNTY,452
North Carolina,ROCKINGHAM COUNTY,352
North Carolina,ROWAN COUNTY,268
North Carolina,RUTHERFORD COUNTY,143
North Carolina,SAMPSON COUNTY,146
North Carolina,SCOTLAND COUNTY,104
North Carolina,STANLY COUNTY,109
North Carolina,STOKES COUNTY,93
North Carolina,SURRY COUNTY,226
North Carolina,SWAIN COUNTY,76
North Carolina,TRANSYLVANIA COUNTY,94
North Carolina,UNION COUNTY,227
North Carolina,VANCE COUNTY,102
North Carolina,WAKE COUNTY,1781
North Carolina,WASHINGTON COUNTY,49
North Carolina,WATAUGA COUNTY,217
North Carolina,WAYNE COUNTY,316
North Carolina,WILKES COUNTY,130
North Carolina,WILSON COUNTY,317
North Carolina,YADKIN COUNTY,22
North Dakota,ADAMS COUNTY,25
North Dakota,BARNES COUNTY,25
North Dakota,BOTTINEAU COUNTY,25
North Dakota,BOWMAN COUNTY,23
North Dakota,BURLEIGH COUNTY,510
North Dakota,CASS COUNTY,1262
North Dakota,CAVALIER COUNTY,20
North Dakota,DICKEY COUNTY,20
North Dakota,DIVIDE COUNTY,15
North Dakota,EMMONS COUNTY,14
North Dakota,FOSTER COUNTY,25
North Dakota,GRAND FORKS COUNTY,641
North Dakota,GRANT COUNTY,30
North Dakota,GRIGGS COUNTY,18
North Dakota,MCINTOSH COUNTY,44
North Dakota,MCKENZIE COUNTY,24
North Dakota,MCLEAN COUNTY,47
North Dakota,MERCER COUNTY,13
North Dakota,MORTON COUNTY,41
North Dakota,MOUNTRAIL COUNTY,11
North Dakota,NELSON COUNTY,19
North Dakota,PEMBINA COUNTY,20
North Dakota,PIERCE COUNTY,25
North Dakota,RAMSEY COUNTY,25
North Dakota,RANSOM COUNTY,25
North Dakota,ROLETTE COUNTY,25
North Dakota,SIOUX COUNTY,0
North Dakota,STARK COUNTY,50
North Dakota,STUTSMAN COUNTY,165
North Dakota,TOWNER COUNTY,20
North Dakota,TRAILL COUNTY,41
North Dakota,WALSH COUNTY,28
North Dakota,WARD COUNTY,527
North Dakota,WELLS COUNTY,25
North Dakota,WILLIAMS COUNTY,50
Northern Mariana Islands,NOT AVAILABLE COUNTY,0
Ohio,ADAMS COUNTY,25
Ohio,ALLEN COUNTY,830
Ohio,ASHLAND COUNTY,123
Ohio,ASHTABULA COUNTY,429
Ohio,ATHENS COUNTY,245
Ohio,AUGLAIZE COUNTY,140
Ohio,BELMONT COUNTY,300
Ohio,BROWN COUNTY,921
Ohio,BUTLER COUNTY,879
Ohio,CHAMPAIGN COUNTY,8
Ohio,CLARK COUNTY,294
Ohio,CLERMONT COUNTY,148
Ohio,CLINTON COUNTY,165
Ohio,COLUMBIANA COUNTY,351
Ohio,COSHOCTON COUNTY,56
Ohio,CRAWFORD COUNTY,75
Ohio,CUYAHOGA COUNTY,8368
Ohio,DARKE COUNTY,104
Ohio,DEFIANCE COUNTY,104
Ohio,DELAWARE COUNTY,212
Ohio,ERIE COUNTY,424
Ohio,FAIRFIELD COUNTY,255
Ohio,FAYETTE COUNTY,25
Ohio,FRANKLIN COUNTY,6376
Ohio,FULTON COUNTY,117
Ohio,GALLIA COUNTY,287
Ohio,GEAUGA COUNTY,281
Ohio,GREENE COUNTY,176
Ohio,GUERNSEY COUNTY,255
Ohio,HAMILTON COUNTY,5287
Ohio,HANCOCK COUNTY,176
Ohio,HARDIN COUNTY,25
Ohio,HARRISON COUNTY,25
Ohio,HENRY COUNTY,31
Ohio,HIGHLAND COUNTY,70
Ohio,HOCKING COUNTY,30
Ohio,HOLMES COUNTY,69
Ohio,HURON COUNTY,139
Ohio,JACKSON COUNTY,24
Ohio,JEFFERSON COUNTY,560
Ohio,KNOX COUNTY,111
Ohio,LAKE COUNTY,561
Ohio,LAWRENCE COUNTY,8
Ohio,LICKING COUNTY,262
Ohio,LOGAN COUNTY,115
Ohio,LORAIN COUNTY,840
Ohio,LUCAS COUNTY,3357
Ohio,MADISON COUNTY,94
Ohio,MAHONING COUNTY,1495
Ohio,MARION COUNTY,270
Ohio,MEDINA COUNTY,241
Ohio,MERCER COUNTY,88
Ohio,MIAMI COUNTY,193
Ohio,MONTGOMERY COUNTY,3458
Ohio,MORROW COUNTY,22
Ohio,MUSKINGUM COUNTY,592
Ohio,OTTAWA COUNTY,25
Ohio,PAULDING COUNTY,25
Ohio,PICKAWAY COUNTY,82
Ohio,PIKE COUNTY,25
Ohio,PORTAGE COUNTY,302
Ohio,RICHLAND COUNTY,431
Ohio,ROSS COUNTY,261
Ohio,SANDUSKY COUNTY,159
Ohio,SCIOTO COUNTY,446
Ohio,SENECA COUNTY,321
Ohio,SHELBY COUNTY,90
Ohio,STARK COUNTY,1740
Ohio,SUMMIT COUNTY,2819
Ohio,TRUMBULL COUNTY,693
Ohio,TUSCARAWAS COUNTY,198
Ohio,UNION COUNTY,97
Ohio,VAN WERT COUNTY,195
Ohio,WARREN COUNTY,378
Ohio,WASHINGTON COUNTY,240
Ohio,WAYNE COUNTY,184
Ohio,WILLIAMS COUNTY,123
Ohio,WOOD COUNTY,196
Ohio,WYANDOT COUNTY,31
Oklahoma,ADAIR COUNTY,67
Oklahoma,ATOKA COUNTY,25
Oklahoma,BEAVER COUNTY,24
Oklahoma,BECKHAM COUNTY,93
Oklahoma,BLAINE COUNTY,42
Oklahoma,BRYAN COUNTY,148
Oklahoma,CADDO COUNTY,42
Oklahoma,CANADIAN COUNTY,123
Oklahoma,CARTER COUNTY,212
Oklahoma,CHEROKEE COUNTY,100
Oklahoma,CHOCTAW COUNTY,64
Oklahoma,CIMARRON COUNTY,25
Oklahoma,CLEVELAND COUNTY,857
Oklahoma,COAL COUNTY,20
Oklahoma,COMANCHE COUNTY,538
Oklahoma,CRAIG COUNTY,51
Oklahoma,CREEK COUNTY,95
Oklahoma,CUSTER COUNTY,81
Oklahoma,DELAWARE COUNTY,58
Oklahoma,DEWEY COUNTY,18
Oklahoma,ELLIS COUNTY,79
Oklahoma,GARFIELD COUNTY,436
Oklahoma,GARVIN COUNTY,90
Oklahoma,GRADY COUNTY,99
Oklahoma,GREER COUNTY,25
Oklahoma,HARMON COUNTY,25
Oklahoma,HARPER COUNTY,25
Oklahoma,HASKELL COUNTY,25
Oklahoma,HUGHES COUNTY,25
Oklahoma,JACKSON COUNTY,49
Oklahoma,JEFFERSON COUNTY,25
Oklahoma,JOHNSTON COUNTY,25
Oklahoma,KAY COUNTY,193
Oklahoma,KINGFISHER COUNTY,25
Oklahoma,KIOWA COUNTY,38
Oklahoma,LATIMER COUNTY,33
Oklahoma,LE FLORE COUNTY,43
Oklahoma,LINCOLN COUNTY,50
Oklahoma,LOGAN COUNTY,25
Oklahoma,LOVE COUNTY,25
Oklahoma,MAJOR COUNTY,25
Oklahoma,MARSHALL COUNTY,25
Oklahoma,MAYES COUNTY,52
Oklahoma,MCCLAIN COUNTY,39
Oklahoma,MCCURTAIN COUNTY,91
Oklahoma,MCINTOSH COUNTY,10
Oklahoma,MURRAY COUNTY,25
Oklahoma,MUSKOGEE COUNTY,429
Oklahoma,NOBLE COUNTY,26
Oklahoma,NOWATA COUNTY,25
Oklahoma,OKFUSKEE COUNTY,25
Oklahoma,OKLAHOMA COUNTY,4624
Oklahoma,OKMULGEE COUNTY,137
Oklahoma,OSAGE COUNTY,40
Oklahoma,OTTAWA COUNTY,167
Oklahoma,PAWNEE COUNTY,14
Oklahoma,PAYNE COUNTY,216
Oklahoma,PITTSBURG COUNTY,185
Oklahoma,PONTOTOC COUNTY,216
Oklahoma,POTTAWATOMIE COUNTY,136
Oklahoma,PUSHMATAHA COUNTY,25
Oklahoma,ROGER MILLS COUNTY,15
Oklahoma,ROGERS COUNTY,81
Oklahoma,SEMINOLE COUNTY,32
Oklahoma,SEQUOYAH COUNTY,26
Oklahoma,STEPHENS COUNTY,138
Oklahoma,TEXAS COUNTY,47
Oklahoma,TILLMAN COUNTY,37
Oklahoma,TULSA COUNTY,3832
Oklahoma,WAGONER COUNTY,100
Oklahoma,WASHINGTON COUNTY,140
Oklahoma,WASHITA COUNTY,14
Oklahoma,WOODS COUNTY,25
Oklahoma,WOODWARD COUNTY,115
Oregon,BAKER COUNTY,65
Oregon,BENTON COUNTY,164
Oregon,CLACKAMAS COUNTY,551
Oregon,CLATSOP COUNTY,289
Oregon,COOS COUNTY,216
Oregon,CROOK COUNTY,25
Oregon,CURRY COUNTY,24
Oregon,DESCHUTES COUNTY,308
Oregon,DOUGLAS COUNTY,141
Oregon,GRANT COUNTY,25
Oregon,HARNEY COUNTY,22
Oregon,HOOD RIVER COUNTY,25
Oregon,JACKSON COUNTY,545
Oregon,JEFFERSON COUNTY,0
Oregon,JOSEPHINE COUNTY,125
Oregon,KLAMATH COUNTY,98
Oregon,LAKE COUNTY,71
Oregon,LANE COUNTY,531
Oregon,LINCOLN COUNTY,50
Oregon,LINN COUNTY,98
Oregon,MALHEUR COUNTY,49
Oregon,MARION COUNTY,496
Oregon,MORROW COUNTY,21
Oregon,MULTNOMAH COUNTY,1978
Oregon,POLK COUNTY,15
Oregon,TILLAMOOK COUNTY,25
Oregon,UMATILLA COUNTY,539
Oregon,UNION COUNTY,25
Oregon,WALLOWA COUNTY,57
Oregon,WASCO COUNTY,49
Oregon,WASHINGTON COUNTY,869
Oregon,YAMHILL COUNTY,128
Pennsylvania,ADAMS COUNTY,76
Pennsylvania,ALLEGHENY COUNTY,7775
Pennsylvania,ARMSTRONG COUNTY,155
Pennsylvania,BEAVER COUNTY,396
Pennsylvania,BEDFORD COUNTY,49
Pennsylvania,BERKS COUNTY,1247
Pennsylvania,BLAIR COUNTY,598
Pennsylvania,BRADFORD COUNTY,365
Pennsylvania,BUCKS COUNTY,1299
Pennsylvania,BUTLER COUNTY,296
Pennsylvania,CAMBRIA COUNTY,594
Pennsylvania,CARBON COUNTY,155
Pennsylvania,CENTRE COUNTY,438
Pennsylvania,CHESTER COUNTY,1286
Pennsylvania,CLARION COUNTY,156
Pennsylvania,CLEARFIELD COUNTY,310
Pennsylvania,CLINTON COUNTY,111
Pennsylvania,COLUMBIA COUNTY,173
Pennsylvania,CRAWFORD COUNTY,289
Pennsylvania,CUMBERLAND COUNTY,658
Pennsylvania,DAUPHIN COUNTY,1189
Pennsylvania,DELAWARE COUNTY,1162
Pennsylvania,ELK COUNTY,80
Pennsylvania,ERIE COUNTY,1223
Pennsylvania,FAYETTE COUNTY,283
Pennsylvania,FRANKLIN COUNTY,416
Pennsylvania,FULTON COUNTY,21
Pennsylvania,GREENE COUNTY,77
Pennsylvania,HUNTINGDON COUNTY,100
Pennsylvania,INDIANA COUNTY,164
Pennsylvania,JEFFERSON COUNTY,84
Pennsylvania,LACKAWANNA COUNTY,1104
Pennsylvania,LANCASTER COUNTY,1191
Pennsylvania,LAWRENCE COUNTY,316
Pennsylvania,LEBANON COUNTY,484
Pennsylvania,LEHIGH COUNTY,1937
Pennsylvania,LUZERNE COUNTY,1247
Pennsylvania,LYCOMING COUNTY,302
Pennsylvania,MCKEAN COUNTY,138
Pennsylvania,MERCER COUNTY,521
Pennsylvania,MIFFLIN COUNTY,123
Pennsylvania,MONROE COUNTY,235
Pennsylvania,MONTGOMERY COUNTY,3580
Pennsylvania,MONTOUR COUNTY,656
Pennsylvania,NORTHAMPTON COUNTY,362
Pennsylvania,NORTHUMBERLAND COUNTY,173
Pennsylvania,PHILADELPHI COUNTY,0
Pennsylvania,PHILADELPHIA COUNTY,8387
Pennsylvania,POTTER COUNTY,59
Pennsylvania,SCHUYLKILL COUNTY,361
Pennsylvania,SOMERSET COUNTY,224
Pennsylvania,SUSQUEHANNA COUNTY,104
Pennsylvania,TIOGA COUNTY,83
Pennsylvania,UNION COUNTY,127
Pennsylvania,VENANGO COUNTY,164
Pennsylvania,WARREN COUNTY,279
Pennsylvania,WASHINGTON COUNTY,602
Pennsylvania,WAYNE COUNTY,202
Pennsylvania,WESTMORELAND COUNTY,1012
Pennsylvania,WYOMING COUNTY,48
Pennsylvania,YORK COUNTY,921
Puerto Rico,AGUADILLA COUNTY,154
Puerto Rico,AIBONITO COUNTY,0
Puerto Rico,ARECIBO COUNTY,326
Puerto Rico,ARROYO COUNTY,38
Puerto Rico,BAYAMON COUNTY,964
Puerto Rico,CABO ROJO COUNTY,43
Puerto Rico,CAGUAS COUNTY,435
Puerto Rico,CAROLINA COUNTY,0
Puerto Rico,CAYEY COUNTY,208
Puerto Rico,CIDRA COUNTY,0
Puerto Rico,CULEBRA COUNTY,0
Puerto Rico,FAJARDO COUNTY,38
Puerto Rico,GUAYAMA COUNTY,201
Puerto Rico,HUMACAO COUNTY,227
Puerto Rico,LARES COUNTY,24
Puerto Rico,MANATI COUNTY,150
Puerto Rico,MAYAGUEZ COUNTY,441
Puerto Rico,MOCA COUNTY,106
Puerto Rico,OROCOVIS COUNTY,0
Puerto Rico,PONCE COUNTY,518
Puerto Rico,SAN GERMAN COUNTY,207
Puerto Rico,SAN JUAN COUNTY,1999
Puerto Rico,UTUADO COUNTY,0
Puerto Rico,VEGA BAJA COUNTY,150
Puerto Rico,VIEQUES COUNTY,0
Puerto Rico,YAUCO COUNTY,105
Rhode Island,KENT COUNTY,359
Rhode Island,NEWPORT COUNTY,129
Rhode Island,PROVIDENCE COUNTY,3272
Rhode Island,WASHINGTON COUNTY,225
South Carolina,ABBEVILLE COUNTY,25
South Carolina,AIKEN COUNTY,245
South Carolina,ALLENDALE COUNTY,25
South Carolina,ANDERSON COUNTY,755
South Carolina,BARNWELL COUNTY,53
South Carolina,BEAUFORT COUNTY,290
South Carolina,CHARLESTON COUNTY,2166
South Carolina,CHEROKEE COUNTY,125
South Carolina,CHESTER COUNTY,82
South Carolina,CHESTERFIELD COUNTY,59
South Carolina,CLARENDON COUNTY,89
South Carolina,COLLETON COUNTY,131
South Carolina,DARLINGTON COUNTY,188
South Carolina,DILLON COUNTY,79
South Carolina,DORCHESTER COUNTY,104
South Carolina,EDGEFIELD COUNTY,25
South Carolina,FAIRFIELD COUNTY,25
South Carolina,FLORENCE COUNTY,1025
South Carolina,GEORGETOWN COUNTY,298
South Carolina,GREENVILLE COUNTY,1760
South Carolina,GREENWOOD COUNTY,400
South Carolina,HAMPTON COUNTY,32
South Carolina,HORRY COUNTY,753
South Carolina,JASPER COUNTY,41
South Carolina,KERSHAW COUNTY,121
South Carolina,LANCASTER COUNTY,253
South Carolina,LAURENS COUNTY,76
South Carolina,LEE COUNTY,20
South Carolina,LEXINGTON COUNTY,556
South Carolina,MARION COUNTY,124
South Carolina,MARLBORO COUNTY,94
South Carolina,NEWBERRY COUNTY,90
South Carolina,OCONEE COUNTY,169
South Carolina,ORANGEBURG COUNTY,301
South Carolina,PICKENS COUNTY,164
South Carolina,RICHLAND COUNTY,2585
South Carolina,SPARTANBURG COUNTY,943
South Carolina,SUMTER COUNTY,283
South Carolina,UNION COUNTY,143
South Carolina,WILLIAMSBURG COUNTY,25
South Carolina,YORK COUNTY,334
South Dakota,BEADLE COUNTY,25
South Dakota,BENNETT COUNTY,14
South Dakota,BON HOMME COUNTY,50
South Dakota,BROOKINGS COUNTY,49
South Dakota,BROWN COUNTY,172
South Dakota,BRULE COUNTY,25
South Dakota,CHARLES MIX COUNTY,37
South Dakota,CLAY COUNTY,25
South Dakota,CODINGTON COUNTY,81
South Dakota,CORSON COUNTY,12
South Dakota,CUSTER COUNTY,11
South Dakota,DAVISON COUNTY,67
South Dakota,DAY COUNTY,25
South Dakota,DEUEL COUNTY,10
South Dakota,DEWEY COUNTY,11
South Dakota,DOUGLAS COUNTY,11
South Dakota,EDMUNDS COUNTY,12
South Dakota,FALL RIVER COUNTY,50
South Dakota,FAULK COUNTY,12
South Dakota,GRANT COUNTY,25
South Dakota,GREGORY COUNTY,41
South Dakota,HAAKON COUNTY,18
South Dakota,HAND COUNTY,11
South Dakota,HUGHES COUNTY,50
South Dakota,HUTCHINSON COUNTY,50
South Dakota,JERAULD COUNTY,16
South Dakota,KINGSBURY COUNTY,6
South Dakota,LAKE COUNTY,47
South Dakota,LAWRENCE COUNTY,66
South Dakota,LINCOLN COUNTY,118
South Dakota,MARSHALL COUNTY,20
South Dakota,MCPHERSON COUNTY,6
South Dakota,MEADE COUNTY,25
South Dakota,MINNEHAHA COUNTY,1174
South Dakota,MOODY COUNTY,18
South Dakota,PENNINGTON COUNTY,509
South Dakota,POTTER COUNTY,36
South Dakota,ROBERTS COUNTY,25
South Dakota,SHANNON COUNTY,45
South Dakota,SPINK COUNTY,25
South Dakota,TODD COUNTY,35
South Dakota,TRIPP COUNTY,25
South Dakota,TURNER COUNTY,12
South Dakota,UNION COUNTY,38
South Dakota,WALWORTH COUNTY,25
South Dakota,YANKTON COUNTY,242
Tennessee,ANDERSON COUNTY,301
Tennessee,BEDFORD COUNTY,237
Tennessee,BENTON COUNTY,25
Tennessee,BLEDSOE COUNTY,25
Tennessee,BLOUNT COUNTY,471
Tennessee,BRADLEY COUNTY,348
Tennessee,CAMPBELL COUNTY,120
Tennessee,CANNON COUNTY,60
Tennessee,CARROLL COUNTY,115
Tennessee,CARTER COUNTY,121
Tennessee,CHEATHAM COUNTY,12
Tennessee,CLAIBORNE COUNTY,85
Tennessee,CLAY COUNTY,34
Tennessee,COCKE COUNTY,74
Tennessee,COFFEE COUNTY,220
Tennessee,CUMBERLAND COUNTY,189
Tennessee,DAVIDSON COUNTY,4489
Tennessee,DECATUR COUNTY,40
Tennessee,DEKALB COUNTY,71
Tennessee,DICKSON COUNTY,157
Tennessee,DYER COUNTY,225
Tennessee,FAYETTE COUNTY,10
Tennessee,FENTRESS COUNTY,85
Tennessee,FRANKLIN COUNTY,174
Tennessee,GIBSON COUNTY,132
Tennessee,GILES COUNTY,95
Tennessee,GREENE COUNTY,240
Tennessee,HAMBLEN COUNTY,278
Tennessee,HAMILTON COUNTY,1889
Tennessee,HANCOCK COUNTY,10
Tennessee,HARDEMAN COUNTY,51
Tennessee,HARDIN COUNTY,58
Tennessee,HAWKINS COUNTY,50
Tennessee,HAYWOOD COUNTY,36
Tennessee,HENDERSON COUNTY,45
Tennessee,HENRY COUNTY,142
Tennessee,HICKMAN COUNTY,25
Tennessee,HOUSTON COUNTY,25
Tennessee,HUMPHREYS COUNTY,25
Tennessee,JACKSON COUNTY,0
Tennessee,JEFFERSON COUNTY,54
Tennessee,JOHNSON COUNTY,0
Tennessee,KNOX COUNTY,2155
Tennessee,LAUDERDALE COUNTY,25
Tennessee,LAWRENCE COUNTY,90
Tennessee,LINCOLN COUNTY,59
Tennessee,LOUDON COUNTY,50
Tennessee,MACON COUNTY,25
Tennessee,MADISON COUNTY,835
Tennessee,MARION COUNTY,68
Tennessee,MARSHALL COUNTY,25
Tennessee,MAURY COUNTY,255
Tennessee,MCMINN COUNTY,262
Tennessee,MCNAIRY COUNTY,45
Tennessee,MONROE COUNTY,59
Tennessee,MONTGOMERY COUNTY,270
Tennessee,OBION COUNTY,137
Tennessee,OVERTON COUNTY,82
Tennessee,PERRY COUNTY,53
Tennessee,POLK COUNTY,25
Tennessee,PUTNAM COUNTY,247
Tennessee,RHEA COUNTY,25
Tennessee,ROANE COUNTY,90
Tennessee,ROBERTSON COUNTY,109
Tennessee,RUTHERFORD COUNTY,488
Tennessee,SCOTT COUNTY,25
Tennessee,SEVIER COUNTY,79
Tennessee,SHELBY COUNTY,5491
Tennessee,SMITH COUNTY,35
Tennessee,SULLIVAN COUNTY,1175
Tennessee,SUMNER COUNTY,441
Tennessee,TIPTON COUNTY,100
Tennessee,TROUSDALE COUNTY,25
Tennessee,UNICOI COUNTY,83
Tennessee,WARREN COUNTY,125
Tennessee,WASHINGTON COUNTY,902
Tennessee,WAYNE COUNTY,78
Tennessee,WEAKLEY COUNTY,140
Tennessee,WHITE COUNTY,60
Tennessee,WILLIAMSON COUNTY,225
Tennessee,WILSON COUNTY,245
Texas,ANDERSON COUNTY,156
Texas,ANDREWS COUNTY,34
Texas,ANGELINA COUNTY,470
Texas,ATASCOSA COUNTY,67
Texas,AUSTIN COUNTY,32
Texas,BAILEY COUNTY,25
Texas,BASTROP COUNTY,8
Texas,BAYLOR COUNTY,49
Texas,BEE COUNTY,69
Texas,BELL COUNTY,1091
Texas,BEXAR COUNTY,8104
Texas,BOSQUE COUNTY,25
Texas,BOWIE COUNTY,841
Texas,BRAZORIA COUNTY,357
Texas,BRAZOS COUNTY,658
Texas,BREWSTER COUNTY,25
Texas,BROWN COUNTY,194
Texas,BURLESON COUNTY,25
Texas,BURNET COUNTY,71
Texas,CALDWELL COUNTY,59
Texas,CALHOUN COUNTY,25
Texas,CAMERON COUNTY,1519
Texas,CAMP COUNTY,25
Texas,CASS COUNTY,68
Texas,CASTRO COUNTY,17
Texas,CHAMBERS COUNTY,39
Texas,CHEROKEE COUNTY,429
Texas,CHILDRESS COUNTY,39
Texas,CLAY COUNTY,25
Texas,COCHRAN COUNTY,18
Texas,COLEMAN COUNTY,25
Texas,COLLIN COUNTY,2623
Texas,COLLINGSWORTH COUNTY,16
Texas,COLORADO COUNTY,103
Texas,COMAL COUNTY,348
Texas,COMANCHE COUNTY,25
Texas,CONCHO COUNTY,16
Texas,COOKE COUNTY,78
Texas,CORYELL COUNTY,25
Texas,CRANE COUNTY,25
Texas,CROSBY COUNTY,25
Texas,CULBERSON COUNTY,14
Texas,DALLAS COUNTY,9417
Texas,DAWSON COUNTY,22
Texas,DEAF SMITH COUNTY,82
Texas,DENTON COUNTY,1516
Texas,DEWITT COUNTY,49
Texas,DIMMIT COUNTY,48
Texas,EASTLAND COUNTY,52
Texas,ECTOR COUNTY,669
Texas,EL PASO COUNTY,2813
Texas,ELLIS COUNTY,233
Texas,ERATH COUNTY,98
Texas,FALLS COUNTY,36
Texas,FANNIN COUNTY,25
Texas,FAYETTE COUNTY,65
Texas,FISHER COUNTY,14
Texas,FLOYD COUNTY,25
Texas,FORT BEND COUNTY,1105
Texas,FRANKLIN COUNTY,49
Texas,FREESTONE COUNTY,37
Texas,FRIO COUNTY,40
Texas,GAINES COUNTY,25
Texas,GALVESTON COUNTY,711
Texas,GILLESPIE COUNTY,86
Texas,GONZALES COUNTY,34
Texas,GRAY COUNTY,115
Texas,GRAYSON COUNTY,602
Texas,GREGG COUNTY,846
Texas,GRIMES COUNTY,25
Texas,GUADALUPE COUNTY,125
Texas,HALE COUNTY,88
Texas,HAMILTON COUNTY,42
Texas,HANSFORD COUNTY,25
Texas,HARDEMAN COUNTY,45
Texas,HARDIN COUNTY,0
Texas,HARRIS COUNTY,17209
Texas,HARRISON COUNTY,149
Texas,HARTLEY COUNTY,21
Texas,HASKELL COUNTY,25
Texas,HAYS COUNTY,354
Texas,HEMPHILL COUNTY,26
Texas,HENDERSON COUNTY,117
Texas,HIDALGO COUNTY,2386
Texas,HILL COUNTY,165
Texas,HOCKLEY COUNTY,48
Texas,HOOD COUNTY,83
Texas,HOPKINS COUNTY,96
Texas,HOUSTON COUNTY,25
Texas,HOWARD COUNTY,350
Texas,HUNT COUNTY,271
Texas,HUTCHINSON COUNTY,50
Texas,JACK COUNTY,58
Texas,JACKSON COUNTY,25
Texas,JASPER COUNTY,59
Texas,JEFFERSON COUNTY,1699
Texas,JIM WELLS COUNTY,159
Texas,JOHNSON COUNTY,137
Texas,JONES COUNTY,95
Texas,KARNES COUNTY,25
Texas,KAUFMAN COUNTY,407
Texas,KERR COUNTY,326
Texas,KIMBLE COUNTY,15
Texas,KLEBERG COUNTY,100
Texas,KNOX COUNTY,28
Texas,LAMAR COUNTY,393
Texas,LAMB COUNTY,75
Texas,LAMPASAS COUNTY,25
Texas,LAVACA COUNTY,50
Texas,LIBERTY COUNTY,136
Texas,LIMESTONE COUNTY,79
Texas,LLANO COUNTY,30
Texas,LUBBOCK COUNTY,1563
Texas,LYNN COUNTY,24
Texas,MADISON COUNTY,25
Texas,MARTIN COUNTY,43
Texas,MATAGORDA COUNTY,75
Texas,MAVERICK COUNTY,101
Texas,MCCULLOCH COUNTY,25
Texas,MCLENNAN COUNTY,861
Texas,MEDINA COUNTY,25
Texas,MIDLAND COUNTY,669
Texas,MILAM COUNTY,35
Texas,MITCHELL COUNTY,25
Texas,MONTAGUE COUNTY,87
Texas,MONTGOMERY COUNTY,1530
Texas,MOORE COUNTY,25
Texas,NACOGDOCHES COUNTY,390
Texas,NAVARRO COUNTY,162
Texas,NOLAN COUNTY,85
Texas,NUECES COUNTY,2224
Texas,OCHILTREE COUNTY,25
Texas,ORANGE COUNTY,94
Texas,PALO PINTO COUNTY,74
Texas,PANOLA COUNTY,49
Texas,PARKER COUNTY,125
Texas,PARMER COUNTY,25
Texas,PECOS COUNTY,41
Texas,POLK COUNTY,66
Texas,POTTER COUNTY,1146
