State,County,ICU Beds,Population Aged 60+
Tennessee,Giles County,6,7499
Tennessee,Grainger County,0,6025
Tennessee,Greene County,6,18918
Tennessee,Grundy County,0,3484
Tennessee,Hamblen County,20,14917
Tennessee,Hamilton County,215,81748
Tennessee,Hancock County,0,1714
Tennessee,Hardeman County,0,6150
Tennessee,Hardin County,0,7483
Tennessee,Hawkins County,6,14964
Tennessee,Haywood County,0,4298
Tennessee,Henderson County,0,6460
Tennessee,Henry County,6,9544
Tennessee,Hickman County,0,5677
Tennessee,Houston County,0,2113
Tennessee,Humphreys County,0,4794
Tennessee,Jackson County,0,3398
Tennessee,Jefferson County,6,13602
Tennessee,Johnson County,0,5169
Tennessee,Knox County,254,93686
Tennessee,Lake County,0,1586
Tennessee,Lauderdale County,0,5499
Tennessee,Lawrence County,6,9973
Tennessee,Lewis County,0,3517
Tennessee,Lincoln County,7,8761
Tennessee,Loudon County,5,16724
Tennessee,McMinn County,4,13164
Tennessee,McNairy County,0,6985
Tennessee,Macon County,0,5106
Tennessee,Madison County,76,21289
Tennessee,Marion County,0,7204
Tennessee,Marshall County,0,7297
Tennessee,Maury County,65,18777
Tennessee,Meigs County,0,3343
Tennessee,Monroe County,0,12263
Tennessee,Montgomery County,21,25156
Tennessee,Moore County,0,1856
Tennessee,Morgan County,0,5004
Tennessee,Obion County,7,7883
Tennessee,Overton County,6,5857
Tennessee,Perry County,0,2130
Tennessee,Pickett County,0,1699
Tennessee,Polk County,0,4308
Tennessee,Putnam County,38,16721
Tennessee,Rhea County,3,7787
Tennessee,Roane County,6,15778
Tennessee,Robertson County,8,13369
Tennessee,Rutherford County,78,42641
Tennessee,Scott County,0,4657
Tennessee,Sequatchie County,0,3703
Tennessee,Sevier County,16,23741
Tennessee,Shelby County,277,169553
Tennessee,Smith County,2,4324
Tennessee,Stewart County,0,3586
Tennessee,Sullivan County,103,44012
Tennessee,Sumner County,38,36997
Tennessee,Tipton County,7,11660
Tennessee,Trousdale County,0,1811
Tennessee,Unicoi County,0,5164
Tennessee,Union County,0,4587
Tennessee,Van Buren County,0,1717
Tennessee,Warren County,8,9356
Tennessee,Washington County,76,29936
Tennessee,Wayne County,0,4139
Tennessee,Weakley County,6,8009
Tennessee,White County,4,7108
Tennessee,Williamson County,28,37356
Tennessee,Wilson County,12,27113
Texas,Anderson County,10,11434
Texas,Andrews County,0,2585
Texas,Angelina County,29,18271
Texas,Aransas County,0,8314
Texas,Archer County,0,2350
Texas,Armstrong County,0,516
Texas,Atascosa County,6,9558
Texas,Austin County,0,7305
Texas,Bailey County,0,1519
Texas,Bandera County,0,7519
Texas,Bastrop County,0,16787
Texas,Baylor County,27,1088
Texas,Bee County,8,5168
Texas,Bell County,90,47766
Texas,Bexar County,648,307269
Texas,Blanco County,0,3806
Texas,Borden County,0,171
Texas,Bosque County,0,5546
Texas,Bowie County,82,20099
Texas,Brazoria County,16,57101
Texas,Brazos County,48,26525
Texas,Brewster County,3,2537
Texas,Briscoe County,0,477
Texas,Brooks County,0,1388
Texas,Brown County,12,9428
Texas,Burleson County,0,4934
Texas,Burnet County,12,12977
Texas,Caldwell County,0,7589
Texas,Calhoun County,6,4869
Texas,Callahan County,0,3649
Texas,Cameron County,104,71392
Texas,Camp County,0,3038
Texas,Carson County,0,1413
Texas,Cass County,0,8380
Texas,Castro County,0,1688
Texas,Chambers County,0,6340
Texas,Cherokee County,0,11992
Texas,Childress County,0,1464
Texas,Clay County,0,3112
Texas,Cochran County,0,583
Texas,Coke County,0,1085
Texas,Coleman County,0,2576
Texas,Collin County,195,135322
Texas,Collingsworth County,0,771
Texas,Colorado County,4,6209
Texas,Comal County,12,32206
Texas,Comanche County,0,4297
Texas,Concho County,0,883
Texas,Cooke County,5,9693
Texas,Coryell County,4,9667
Texas,Cottle County,0,465
Texas,Crane County,0,798
Texas,Crockett County,0,907
Texas,Crosby County,0,1379
Texas,Culberson County,0,586
Texas,Dallam County,0,1139
Texas,Dallas County,614,377154
Texas,Dawson County,0,2510
Texas,Deaf Smith County,0,3234
Texas,Delta County,0,1497
Texas,Denton County,81,106598
Texas,DeWitt County,0,5292
Texas,Dickens County,0,661
Texas,Dimmit County,0,2302
Texas,Donley County,0,1073
Texas,Duval County,0,2513
Texas,Eastland County,0,5417
Texas,Ector County,50,21622
Texas,Edwards County,0,758
Texas,Ellis County,18,29137
Texas,El Paso County,203,133011
Texas,Erath County,5,7785
Texas,Falls County,0,4004
Texas,Fannin County,2,8521
Texas,Fayette County,0,7816
Texas,Fisher County,0,1176
Texas,Floyd County,0,1439
Texas,Foard County,0,454
Texas,Fort Bend County,128,107897
Texas,Franklin County,0,2950
Texas,Freestone County,0,5012
Texas,Frio County,0,3334
Texas,Gaines County,0,2513
Texas,Galveston County,26,62311
Texas,Garza County,0,1035
Texas,Gillespie County,10,9675
Texas,Glasscock County,0,324
Texas,Goliad County,0,2153
Texas,Gonzales County,0,4490
Texas,Gray County,8,4745
Texas,Grayson County,62,29807
Texas,Gregg County,66,24309
Texas,Grimes County,0,6472
Texas,Guadalupe County,9,27355
Texas,Hale County,5,6124
Texas,Hall County,0,955
Texas,Hamilton County,0,2691
Texas,Hansford County,0,1099
Texas,Hardeman County,0,1077
Texas,Hardin County,0,12351
Texas,Harris County,918,651673
Texas,Harrison County,0,14535
Texas,Hartley County,0,1074
Texas,Haskell County,0,1740
Texas,Hays County,42,29297
Texas,Hemphill County,0,734
Texas,Henderson County,10,22345
Texas,Hidalgo County,271,119536
Texas,Hill County,5,9352
Texas,Hockley County,0,4565
Texas,Hood County,12,17518
Texas,Hopkins County,10,8258
Texas,Houston County,0,6319
Texas,Howard County,8,6475
Texas,Hudspeth County,0,822
Texas,Hunt County,23,19359
Texas,Hutchinson County,4,4709
Texas,Irion County,0,422
Texas,Jack County,0,1896
Texas,Jackson County,0,3317
Texas,Jasper County,6,8797
Texas,Jeff Davis County,0,965
Texas,Jefferson County,88,49559
Texas,Jim Hogg County,0,1372
Texas,Jim Wells County,8,8333
Texas,Johnson County,35,30241
Texas,Jones County,0,3893
Texas,Karnes County,0,2900
Texas,Kaufman County,8,19451
Texas,Kendall County,0,10163
Texas,Kenedy County,0,89
Texas,Kent County,0,229
Texas,Kerr County,12,17362
Texas,Kimble County,0,1738
Texas,King County,0,32
Texas,Kinney County,0,854
Texas,Kleberg County,10,5398
Texas,Knox County,0,948
Texas,Lamar County,20,12011
Texas,Lamb County,0,2865
Texas,Lampasas County,0,5172
Texas,La Salle County,0,1516
Texas,Lavaca County,3,6001
Texas,Lee County,0,4236
Texas,Leon County,0,5181
Texas,Liberty County,0,14641
Texas,Limestone County,6,5738
Texas,Lipscomb County,0,732
Texas,Live Oak County,0,3164
Texas,Llano County,0,9184
Texas,Loving County,0,29
Texas,Lubbock County,267,49312
Texas,Lynn County,0,1293
Texas,McCulloch County,0,2448
Texas,McLennan County,54,46694
Texas,McMullen County,0,185
Texas,Madison County,0,2846
Texas,Marion County,0,3384
Texas,Martin County,0,899
Texas,Mason County,0,1351
Texas,Matagorda County,6,8504
Texas,Maverick County,10,8834
Texas,Medina County,0,10696
Texas,Menard County,0,708
Texas,Midland County,48,24676
Texas,Milam County,0,6636
Texas,Mills County,0,1716
Texas,Mitchell County,0,1647
Texas,Montague County,0,5647
Texas,Montgomery County,97,96577
Texas,Moore County,3,3264
Texas,Morris County,0,3505
Texas,Motley County,0,354
Texas,Nacogdoches County,27,11946
Texas,Navarro County,9,10925
Texas,Newton County,0,3871
Texas,Nolan County,5,3544
Texas,Nueces County,115,68411
Texas,Ochiltree County,0,1503
Texas,Oldham County,0,388
Texas,Orange County,0,17601
Texas,Palo Pinto County,8,7221
Texas,Panola County,0,5727
Texas,Parker County,20,26729
Texas,Parmer County,0,1826
Texas,Pecos County,0,2754
Texas,Polk County,8,12746
Texas,Potter County,99,19850
Texas,Presidio County,0,1986
Texas,Rains County,0,3375
Texas,Randall County,0,25788
Texas,Reagan County,0,608
Texas,Real County,0,1378
Texas,Red River County,0,3684
Texas,Reeves County,0,2482
Texas,Refugio County,0,1985
Texas,Roberts County,0,255
Texas,Robertson County,0,4255
Texas,Rockwall County,6,14954
Texas,Runnels County,0,2816
Texas,Rusk County,0,11467
Texas,Sabine County,0,3930
Texas,San Augustine County,0,2707
Texas,San Jacinto County,0,7726
Texas,San Patricio County,0,12717
Texas,San Saba County,0,1673
Texas,Schleicher County,0,711
Texas,Scurry County,0,3440
Texas,Shackelford County,0,781
Texas,Shelby County,0,5778
Texas,Sherman County,0,630
Texas,Smith County,194,47438
Texas,Somervell County,0,2134
Texas,Starr County,0,9636
Texas,Stephens County,0,2425
Texas,Sterling County,0,217
Texas,Stonewall County,0,369
Texas,Sutton County,0,904
Texas,Swisher County,0,1817
Texas,Tarrant County,409,306980
Texas,Taylor County,110,25874
Texas,Terrell County,0,282
Texas,Terry County,0,2635
Texas,Throckmorton County,0,518
Texas,Titus County,8,6098
Texas,Tom Green County,29,23527
Texas,Travis County,294,160972
Texas,Trinity County,0,5058
Texas,Tyler County,0,5960
Texas,Upshur County,0,9637
Texas,Upton County,0,636
Texas,Uvalde County,6,6046
Texas,Val Verde County,7,9283
Texas,Van Zandt County,0,14526
Texas,Victoria County,43,19189
Texas,Walker County,6,11996
Texas,Waller County,0,7862
Texas,Ward County,0,2149
Texas,Washington County,5,9303
Texas,Webb County,56,34315
Texas,Wharton County,4,9080
Texas,Wheeler County,0,1286
Texas,Wichita County,24,25521
Texas,Wilbarger County,0,2900
Texas,Willacy County,0,3957
Texas,Williamson County,90,81426
Texas,Wilson County,4,10123
Texas,Winkler County,0,1204
Texas,Wise County,21,13012
Texas,Wood County,0,14771
Texas,Yoakum County,0,1306
Texas,Young County,0,4758
Texas,Zapata County,0,2414
Texas,Zavala County,0,2252
Utah,Beaver County,0,1215
Utah,Box Elder County,0,9213
Utah,Cache County,14,15104
Utah,Carbon County,6,4558
Utah,Daggett County,0,156
Utah,Davis County,22,45623
Utah,Duchesne County,4,3119
Utah,Emery County,0,2278
Utah,Garfield County,0,1314
Utah,Grand County,0,2258
Utah,Iron County,6,7853
Utah,Juab County,0,1708
Utah,Kane County,0,2156
Utah,Millard County,0,2764
Utah,Morgan County,0,1842
Utah,Piute County,0,657
Utah,Rich County,0,491
Utah,Salt Lake County,282,164497
Utah,San Juan County,1,2833
Utah,Sanpete County,0,5043
Utah,Sevier County,0,4522
Utah,Summit County,4,6731
Utah,Tooele County,4,8290
Utah,Uintah County,4,4899
Utah,Utah County,122,59457
Utah,Wasatch County,0,4220
Utah,Washington County,32,40002
Utah,Wayne County,0,712
Utah,Weber County,64,38967
Vermont,Addison County,0,9459
Vermont,Bennington County,10,10413
Vermont,Caledonia County,4,8308
Vermont,Chittenden County,46,31691
Vermont,Essex County,0,2017
Vermont,Franklin County,0,10296
Vermont,Grand Isle County,0,1982
Vermont,Lamoille County,0,5651
Vermont,Orange County,2,7904
Vermont,Orleans County,5,7930
Vermont,Rutland County,13,16414
Vermont,Washington County,14,15091
Vermont,Windham County,0,12533
Vermont,Windsor County,0,16500
Virginia,Accomack County,10,9713
Virginia,Albemarle County,12,24260
Virginia,Alleghany County,10,4783
Virginia,Amelia County,0,3301
Virginia,Amherst County,0,8552
Virginia,Appomattox County,0,4077
Virginia,Arlington County,32,32701
Virginia,Augusta County,12,19681
Virginia,Bath County,0,1200
Virginia,Bedford County,6,21440
Virginia,Bland County,0,1834
Virginia,Botetourt County,0,9316
Virginia,Brunswick County,0,4495
Virginia,Buchanan County,12,6055
Virginia,Buckingham County,0,4020
Virginia,Campbell County,0,13887
Virginia,Caroline County,0,6464
Virginia,Carroll County,0,8816
Virginia,Charles City County,0,2156
Virginia,Charlotte County,0,3671
Virginia,Chesterfield County,106,65652
Virginia,Clarke County,0,3666
Virginia,Craig County,0,1476
Virginia,Culpeper County,6,10197
Virginia,Cumberland County,0,2590
Virginia,Dickenson County,0,4171
Virginia,Dinwiddie County,0,6361
Virginia,Essex County,7,3102
Virginia,Fairfax County,178,205097
Virginia,Fauquier County,8,15267
Virginia,Floyd County,0,4593
Virginia,Fluvanna County,0,6641
Virginia,Franklin County,4,16636
Virginia,Frederick County,0,17641
Virginia,Giles County,0,4744
Virginia,Gloucester County,7,9239
Virginia,Goochland County,0,6309
Virginia,Grayson County,0,4703
Virginia,Greene County,0,4356
Virginia,Greensville County,0,2403
Virginia,Halifax County,12,10489
Virginia,Hanover County,24,23448
Virginia,Henrico County,53,65204
Virginia,Henry County,0,15335
Virginia,Highland County,0,1144
Virginia,Isle of Wight County,0,9254
Virginia,James City County,26,22611
Virginia,King and Queen County,0,2107
Virginia,King George County,0,4530
Virginia,King William County,0,3605
Virginia,Lancaster County,0,4693
Virginia,Lee County,0,6175
Virginia,Loudoun County,33,46809
Virginia,Louisa County,0,9238
Virginia,Lunenburg County,0,3504
Virginia,Madison County,0,3779
Virginia,Mathews County,0,3293
Virginia,Mecklenburg County,10,9967
Virginia,Middlesex County,0,4271
Virginia,Montgomery County,22,16371
Virginia,Nelson County,0,5121
Virginia,New Kent County,0,4832
Virginia,Northampton County,0,4032
Virginia,Northumberland County,0,5416
Virginia,Nottoway County,0,3814
Virginia,Orange County,0,9382
Virginia,Page County,0,6578
Virginia,Patrick County,0,5697
Virginia,Pittsylvania County,0,17512
Virginia,Powhatan County,0,6652
Virginia,Prince Edward County,8,5017
Virginia,Prince George County,0,6858
Virginia,Prince William County,24,60739
Virginia,Pulaski County,8,9988
Virginia,Rappahannock County,0,2467
Virginia,Richmond County,0,2400
Virginia,Roanoke County,0,25341
Virginia,Rockbridge County,0,7345
Virginia,Rockingham County,0,18979
Virginia,Russell County,5,7582
Virginia,Scott County,0,6831
Virginia,Shenandoah County,0,11604
Virginia,Smyth County,4,8800
Virginia,Southampton County,0,4637
Virginia,Spotsylvania County,12,23288
Virginia,Stafford County,4,19771
Virginia,Surry County,0,1840
Virginia,Sussex County,0,2584
Virginia,Tazewell County,12,11682
Virginia,Warren County,8,8490
Virginia,Washington County,14,15381
Virginia,Westmoreland County,0,5792
Virginia,Wise County,8,9345
Virginia,Wythe County,6,8014
Virginia,York County,0,14070
Virginia,Alexandria City County,40,23816
Virginia,Bristol City County,0,4481
Virginia,Buena Vista City County,0,1486
Virginia,Charlottesville City County,25,6753
Virginia,Chesapeake City County,28,41793
Virginia,Colonial Heights City County,0,4585
Virginia,Covington City County,0,1681
Virginia,Danville City County,34,11358
Virginia,Emporia City County,7,1252
Virginia,Fairfax City County,0,4687
Virginia,Falls Church City County,0,2660
Virginia,Franklin City County,8,2300
Virginia,Fredericksburg City County,26,4113
Virginia,Galax City County,10,2026
Virginia,Hampton City County,24,27165
Virginia,Harrisonburg City County,34,6611
Virginia,Hopewell City County,17,4703
Virginia,Lexington City County,0,1303
Virginia,Lynchburg City County,49,14774
Virginia,Manassas City County,11,5755
Virginia,Manassas Park City County,0,1822
Virginia,Martinsville City County,0,3469
Virginia,Newport News City County,88,31311
Virginia,Norfolk City County,113,36773
Virginia,Norton City County,11,1034
Virginia,Petersburg City County,28,7475
Virginia,Poquoson City County,0,2958
Virginia,Portsmouth City County,22,19091
Virginia,Radford City County,0,2037
Virginia,Richmond City County,159,39776
Virginia,Roanoke City County,71,22026
Virginia,Salem City County,36,6421
Virginia,Staunton City County,0,6341
Virginia,Suffolk City County,12,17315
Virginia,Virginia Beach City County,50,81616
Virginia,Waynesboro City County,0,5038
Virginia,Williamsburg City County,0,2733
Virginia,Winchester City County,48,5865
Washington,Adams County,0,2912
Washington,Asotin County,0,6373
Washington,Benton County,44,37874
Washington,Chelan County,20,18408
Washington,Clallam County,19,26654
Washington,Clark County,90,92850
Washington,Columbia County,0,1371
Washington,Cowlitz County,18,26255
Washington,Douglas County,0,9148
Washington,Ferry County,0,2554
Washington,Franklin County,0,11049
Washington,Garfield County,0,729
Washington,Grant County,0,17194
Washington,Grays Harbor County,0,19476
Washington,Island County,6,24585
Washington,Jefferson County,6,13626
Washington,King County,450,386511
Washington,Kitsap County,20,59433
Washington,Kittitas County,6,9312
Washington,Klickitat County,0,6449
Washington,Lewis County,6,20549
Washington,Lincoln County,0,3325
Washington,Mason County,6,18441
Washington,Okanogan County,0,11602
Washington,Pacific County,0,8028
Washington,Pend Oreille County,0,4439
Washington,Pierce County,189,157501
Washington,San Juan County,0,6649
Washington,Skagit County,18,31915
Washington,Skamania County,0,3238
Washington,Snohomish County,72,143234
Washington,Spokane County,113,105082
Washington,Stevens County,0,13171
Washington,Thurston County,72,60028
Washington,Wahkiakum County,0,1698
Washington,Walla Walla County,28,13443
Washington,Whatcom County,24,47353
Washington,Whitman County,6,6710
Washington,Yakima County,52,44560
West Virginia,Barbour County,0,4433
West Virginia,Berkeley County,20,21894
West Virginia,Boone County,0,5945
West Virginia,Braxton County,0,4105
West Virginia,Brooke County,0,6816
West Virginia,Cabell County,88,22787
West Virginia,Calhoun County,0,2279
West Virginia,Clay County,0,2226
West Virginia,Doddridge County,0,2461
West Virginia,Fayette County,3,12150
West Virginia,Gilmer County,0,1817
West Virginia,Grant County,3,3470
West Virginia,Greenbrier County,12,10528
West Virginia,Hampshire County,0,6811
West Virginia,Hancock County,10,8634
West Virginia,Hardy County,0,3692
West Virginia,Harrison County,20,17201
West Virginia,Jackson County,0,7844
West Virginia,Jefferson County,5,11916
West Virginia,Kanawha County,156,49628
West Virginia,Lewis County,6,4386
West Virginia,Lincoln County,0,5184
West Virginia,Logan County,12,8559
West Virginia,McDowell County,7,5272
West Virginia,Marion County,14,14663
West Virginia,Marshall County,9,9258
West Virginia,Mason County,5,7153
West Virginia,Mercer County,29,16998
West Virginia,Mineral County,4,7414
West Virginia,Mingo County,6,6170
West Virginia,Monongalia County,119,16742
West Virginia,Monroe County,0,4299
West Virginia,Morgan County,0,5135
West Virginia,Nicholas County,0,7413
West Virginia,Ohio County,37,12039
West Virginia,Pendleton County,0,2313
West Virginia,Pleasants County,0,1842
West Virginia,Pocahontas County,0,2770
West Virginia,Preston County,0,8739
West Virginia,Putnam County,0,13622
West Virginia,Raleigh County,43,20258
West Virginia,Randolph County,0,7914
West Virginia,Ritchie County,0,2814
West Virginia,Roane County,0,4117
West Virginia,Summers County,0,4109
West Virginia,Taylor County,0,4555
West Virginia,Tucker County,0,2245
West Virginia,Tyler County,0,2551
West Virginia,Upshur County,4,6359
West Virginia,Wayne County,0,10695
West Virginia,Webster County,0,2560
West Virginia,Wetzel County,5,4523
West Virginia,Wirt County,0,1441
West Virginia,Wood County,36,22379
West Virginia,Wyoming County,0,6172
Wisconsin,Adams County,0,7417
Wisconsin,Ashland County,0,4029
Wisconsin,Barron County,5,12648
Wisconsin,Bayfield County,0,5390
Wisconsin,Brown County,60,49706
Wisconsin,Buffalo County,0,3806
Wisconsin,Burnett County,0,5563
Wisconsin,Calumet County,0,9760
Wisconsin,Chippewa County,6,14882
Wisconsin,Clark County,0,7761
Wisconsin,Columbia County,10,13488
Wisconsin,Crawford County,0,4623
Wisconsin,Dane County,39,93985
Wisconsin,Dodge County,10,20377
Wisconsin,Door County,4,10267
Wisconsin,Douglas County,0,10444
Wisconsin,Dunn County,0,9015
Wisconsin,Eau Claire County,48,20349
Wisconsin,Florence County,0,1446
Wisconsin,Fond du Lac County,15,24000
Wisconsin,Forest County,0,2759
Wisconsin,Grant County,0,11571
Wisconsin,Green County,6,8908
Wisconsin,Green Lake County,5,5437
Wisconsin,Iowa County,0,5649
Wisconsin,Iron County,0,2170
Wisconsin,Jackson County,0,5137
Wisconsin,Jefferson County,4,18308
Wisconsin,Juneau County,0,7133
Wisconsin,Kenosha County,27,31603
Wisconsin,Kewaunee County,0,5256
Wisconsin,La Crosse County,52,24464
Wisconsin,Lafayette County,0,4075
Wisconsin,Langlade County,4,5568
Wisconsin,Lincoln County,0,7702
Wisconsin,Manitowoc County,16,20684
Wisconsin,Marathon County,52,30856
Wisconsin,Marinette County,10,12297
Wisconsin,Marquette County,0,4784
Wisconsin,Menominee County,0,816
Wisconsin,Milwaukee County,381,173173
Wisconsin,Monroe County,0,10280
Wisconsin,Oconto County,0,10126
Wisconsin,Oneida County,20,11792
Wisconsin,Outagamie County,64,35410
Wisconsin,Ozaukee County,46,21950
Wisconsin,Pepin County,0,2115
Wisconsin,Pierce County,0,8070
Wisconsin,Polk County,3,11630
Wisconsin,Portage County,12,15091
Wisconsin,Price County,4,4514
Wisconsin,Racine County,33,42061
Wisconsin,Richland County,4,5148
Wisconsin,Rock County,33,34912
Wisconsin,Rusk County,4,4413
Wisconsin,St. Croix County,0,16229
Wisconsin,Sauk County,10,15064
Wisconsin,Sawyer County,0,5431
Wisconsin,Shawano County,0,11054
Wisconsin,Sheboygan County,13,27003
Wisconsin,Taylor County,0,5080
Wisconsin,Trempealeau County,0,6978
Wisconsin,Vernon County,0,7781
Wisconsin,Vilas County,10,8398
Wisconsin,Walworth County,16,22640
Wisconsin,Washburn County,0,5285
Wisconsin,Washington County,12,30378
Wisconsin,Waukesha County,64,95193
Wisconsin,Waupaca County,4,13904
Wisconsin,Waushara County,0,7579
Wisconsin,Winnebago County,26,35586
Wisconsin,Wood County,27,18838
Wyoming,Albany County,4,5887
Wyoming,Big Horn County,0,3267
Wyoming,Campbell County,14,6482
Wyoming,Carbon County,6,3421
Wyoming,Converse County,0,2972
Wyoming,Crook County,0,1964
Wyoming,Fremont County,12,9748
Wyoming,Goshen County,0,3710
Wyoming,Hot Springs County,0,1646
Wyoming,Johnson County,0,2495
Wyoming,Laramie County,15,20072
Wyoming,Lincoln County,0,4254
Wyoming,Natrona County,14,16036
Wyoming,Niobrara County,0,625
Wyoming,Park County,4,8475
Wyoming,Platte County,0,2755
Wyoming,Sheridan County,11,8337
Wyoming,Sublette County,0,2292
Wyoming,Sweetwater County,10,7015
Wyoming,Teton County,6,4298
Wyoming,Uinta County,6,3554
Wyoming,Washakie County,0,2206
Wyoming,Weston County,0,2073
